date,time,bar,moves,edge,open,close,day
2018-06-19,07:10:00,1,0,0,0,0,0
2018-06-19,07:20:00,2,139,1,1,0,1
2018-06-19,07:30:00,3,138,0,1,0,1
2018-06-19,07:40:00,4,136.5,0,1,0,1
2018-06-19,07:50:00,5,133,0,1,0,1
2018-06-19,08:00:00,6,132,0,1,0,1
2018-06-19,08:10:00,7,128.5,0,1,0,1
2018-06-19,08:20:00,8,127.5,0,1,0,1
2018-06-19,08:30:00,9,131.5,0,1,0,1
2018-06-19,08:40:00,10,128.5,0,1,0,1
2018-06-19,08:50:00,11,130,0,1,0,1
2018-06-19,09:00:00,12,132.5,0,1,0,1
2018-06-19,09:10:00,13,130,0,1,0,1
2018-06-19,09:20:00,14,127,0,1,0,1
2018-06-19,09:30:00,15,133,0,1,0,1
2018-06-19,09:40:00,16,134,0,1,0,1
2018-06-19,09:50:00,17,128.5,0,1,0,1
2018-06-19,10:00:00,18,132,0,1,0,1
2018-06-19,10:10:00,19,128.5,0,1,0,1
2018-06-19,10:20:00,20,122.5,0,1,0,1
2018-06-19,10:30:00,21,127,0,1,0,1
2018-06-19,10:40:00,22,129,0,1,0,1
2018-06-19,10:50:00,23,128,0,1,0,1
2018-06-19,11:00:00,24,125.5,0,1,0,1
2018-06-19,11:10:00,25,119,0,1,0,1
2018-06-19,11:20:00,26,124.5,0,1,0,1
2018-06-19,11:30:00,27,134,0,1,0,1
2018-06-19,11:40:00,28,127,0,1,0,1
2018-06-19,11:50:00,29,125,0,1,0,1
2018-06-19,12:00:00,30,129,0,1,0,1
2018-06-19,12:10:00,31,126.5,0,1,0,1
2018-06-19,12:20:00,32,131.5,0,1,0,1
2018-06-19,12:30:00,33,130.5,0,1,0,1
2018-06-19,12:40:00,34,129,0,1,0,1
2018-06-19,12:50:00,35,132,0,1,0,1
2018-06-19,13:00:00,36,129.5,0,1,0,1
2018-06-19,13:10:00,37,125,0,1,0,1
2018-06-19,13:20:00,38,125,0,1,0,1
2018-06-19,13:30:00,39,131.5,0,1,0,1
2018-06-19,13:40:00,40,131.5,0,1,0,1
2018-06-19,13:50:00,41,134,0,1,0,1
2018-06-19,14:00:00,42,133,0,1,0,1
2018-06-19,14:10:00,43,129,0,1,0,1
2018-06-19,14:20:00,44,126,0,1,0,1
2018-06-19,14:30:00,45,122,0,1,0,1
2018-06-19,14:40:00,46,129.5,0,1,0,1
2018-06-19,14:50:00,47,136.5,0,1,0,1
2018-06-19,15:00:00,48,127,0,1,0,1
2018-06-19,15:10:00,49,118.5,0,1,0,1
2018-06-19,15:20:00,50,115,0,1,0,1
2018-06-19,15:30:00,51,113,0,1,0,1
2018-06-19,15:40:00,52,57.5,0,1,0,1
2018-06-19,15:50:00,53,0.5,-1,1,1,0
2018-06-19,16:00:00,54,0.5,0,1,1,0
2018-06-19,16:10:00,55,0,0,1,1,0
2018-06-19,16:20:00,56,0,0,1,1,0
2018-06-19,16:30:00,57,71.5,1,2,1,2
2018-06-19,16:40:00,58,71.5,0,2,1,2
2018-06-19,16:50:00,59,0,-1,2,2,0
2018-06-19,17:00:00,60,0,0,2,2,0
2018-06-19,17:10:00,61,0,0,2,2,0
2018-06-19,17:20:00,62,0,0,2,2,0
2018-06-19,17:30:00,63,0,0,2,2,0
2018-06-19,17:40:00,64,0,0,2,2,0
2018-06-19,17:50:00,65,0,0,2,2,0
2018-06-19,18:00:00,66,0,0,2,2,0
2018-06-19,18:10:00,67,0,0,2,2,0
2018-06-19,18:20:00,68,0,0,2,2,0
2018-06-19,18:30:00,69,0,0,2,2,0
2018-06-19,18:40:00,70,0,0,2,2,0
2018-06-19,18:50:00,71,0,0,2,2,0
2018-06-19,19:00:00,72,0,0,2,2,0
2018-06-19,19:10:00,73,0,0,2,2,0
2018-06-19,19:20:00,74,0,0,2,2,0
2018-06-19,19:30:00,75,0,0,2,2,0
2018-06-19,19:40:00,76,0,0,2,2,0
2018-06-19,19:50:00,77,0,0,2,2,0
2018-06-19,20:00:00,78,0,0,2,2,0
2018-06-19,20:10:00,79,0,0,2,2,0
2018-06-19,20:20:00,80,0,0,2,2,0
2018-06-19,20:30:00,81,0,0,2,2,0
2018-06-19,20:40:00,82,0,0,2,2,0
2018-06-19,20:50:00,83,0,0,2,2,0
2018-06-19,21:00:00,84,0,0,2,2,0
2018-06-19,21:10:00,85,0,0,2,2,0
2018-06-19,21:20:00,86,0,0,2,2,0
