date,time,bar,moves,edge,open,close,day
2018-06-21,15:08:00,1,0,0,0,0,0
2018-06-21,15:18:00,2,352,1,1,0,1
2018-06-21,15:28:00,3,624,0,1,0,1
2018-06-21,15:38:00,4,541.5,0,1,0,1
2018-06-21,15:48:00,5,247.5,0,1,0,1
2018-06-21,15:58:00,6,22.5,-1,1,1,0
2018-06-21,16:08:00,7,22,0,1,1,0
2018-06-21,16:18:00,8,14.5,0,1,1,0
2018-06-21,16:28:00,9,16,0,1,1,0
2018-06-21,16:38:00,10,22.5,0,1,1,0
2018-06-21,16:48:00,11,22.5,0,1,1,0
2018-06-21,16:58:00,12,22,0,1,1,0
2018-06-21,17:08:00,13,22.5,0,1,1,0
2018-06-21,17:18:00,14,23.5,0,1,1,0
2018-06-21,17:28:00,15,22.5,0,1,1,0
2018-06-21,17:38:00,16,22.5,0,1,1,0
2018-06-21,17:48:00,17,22,0,1,1,0
2018-06-21,17:58:00,18,21.5,0,1,1,0
2018-06-21,18:08:00,19,22,0,1,1,0
2018-06-21,18:18:00,20,22,0,1,1,0
2018-06-21,18:28:00,21,22,0,1,1,0
2018-06-21,18:38:00,22,21.5,0,1,1,0
2018-06-21,18:48:00,23,21.5,0,1,1,0
2018-06-21,18:58:00,24,22.5,0,1,1,0
2018-06-21,19:08:00,25,22.5,0,1,1,0
2018-06-21,19:18:00,26,22,0,1,1,0
2018-06-21,19:28:00,27,22.5,0,1,1,0
2018-06-21,19:38:00,28,22.5,0,1,1,0
2018-06-21,19:48:00,29,22,0,1,1,0
2018-06-21,19:58:00,30,20.5,0,1,1,0
2018-06-21,20:08:00,31,10.5,0,1,1,0
2018-06-21,20:18:00,32,1.5,0,1,1,0
2018-06-21,20:28:00,33,1,0,1,1,0
2018-06-21,20:38:00,34,1,0,1,1,0
2018-06-21,20:48:00,35,1,0,1,1,0
2018-06-21,20:58:00,36,1,0,1,1,0
2018-06-21,21:08:00,37,1,0,1,1,0
2018-06-21,21:18:00,38,1,0,1,1,0
2018-06-21,21:28:00,39,0.5,0,1,1,0
2018-06-21,21:38:00,40,0,0,1,1,0
2018-06-21,21:48:00,41,0,0,1,1,0
2018-06-21,21:58:00,42,0,0,1,1,0
2018-06-21,22:08:00,43,0,0,1,1,0
2018-06-21,22:18:00,44,0,0,1,1,0
2018-06-21,22:28:00,45,0,0,1,1,0
2018-06-21,22:38:00,46,0,0,1,1,0
2018-06-21,22:48:00,47,0.5,0,1,1,0
2018-06-21,22:58:00,48,0.5,0,1,1,0
2018-06-21,23:08:00,49,0,0,1,1,0
2018-06-21,23:18:00,50,0,0,1,1,0
2018-06-21,23:28:00,51,0,0,1,1,0
2018-06-21,23:38:00,52,0,0,1,1,0
2018-06-21,23:48:00,53,0.5,0,1,1,0
2018-06-21,23:58:00,54,1,0,1,1,0
2018-06-22,00:08:00,55,1,0,1,1,0
2018-06-22,00:18:00,56,1,0,1,1,0
2018-06-22,00:28:00,57,1,0,1,1,0
