Pair,Ticker,Outright,LookThrough,Sector,SuperSector,Industry,Return,SuperSectorIndex,SuperSectorIndexReturn
ABC1,1COV GR Equity,0,-3.2,Chemicals,Chemicals,Basic Materials,1.644126,SX4P Index,0.7524279
ABC1,AI FP Equity,0,-10.4,Chemicals,Chemicals,Basic Materials,1.051188,SX4P Index,0.7524279
ABC1,AKE FP Equity,0,-1.6,Chemicals,Chemicals,Basic Materials,1.510721,SX4P Index,0.7524279
ABC1,AKZA NA Equity,0,-4.2,Chemicals,Chemicals,Basic Materials,0.1613337,SX4P Index,0.7524279
ABC1,BAS GR Equity,0,-16.9,Chemicals,Chemicals,Basic Materials,0.4474543,SX4P Index,0.7524279
ABC1,BNR GR Equity,0,-1.7,Chemicals,Chemicals,Basic Materials,0.4486134,SX4P Index,0.7524279
ABC1,DSM NA Equity,59.9,-3.5,Chemicals,Chemicals,Basic Materials,1.839503,SX4P Index,0.7524279
ABC1,EVK GR Equity,0,-1,Chemicals,Chemicals,Basic Materials,1.288572,SX4P Index,0.7524279
ABC1,FPE3 GR Equity,0,-0.7,Chemicals,Chemicals,Basic Materials,0.8372093,SX4P Index,0.7524279
ABC1,IMCD NA Equity,0,-0.7,Chemicals,Chemicals,Basic Materials,1.589958,SX4P Index,0.7524279
ABC1,KYG ID Equity,-2.5,0,Food Producers,Food & Beverage,Consumer Goods,-1.032609,SX3P Index,0.2192515
ABC1,LINU GR Equity,0,-7.8,Chemicals,Chemicals,Basic Materials,-0.1401214,SX4P Index,0.7524279
ABC1,LXS GR Equity,0,-1.2,Chemicals,Chemicals,Basic Materials,0.2642396,SX4P Index,0.7524279
ABC1,SDF GR Equity,0,-0.9,Chemicals,Chemicals,Basic Materials,0.7611798,SX4P Index,0.7524279
ABC1,SOLB BB Equity,0,-1.8,Chemicals,Chemicals,Basic Materials,0.9813084,SX4P Index,0.7524279
ABC1,SY1 GR Equity,0,-2.1,Chemicals,Chemicals,Basic Materials,-0.2547771,SX4P Index,0.7524279
ABC1,UMI BB Equity,0,-2.3,Chemicals,Chemicals,Basic Materials,1.564405,SX4P Index,0.7524279
ABC1,WCH GR Equity,0,-0.4,Chemicals,Chemicals,Basic Materials,4.934498,SX4P Index,0.7524279
ABC11,1COV GR Equity,0,-0.2,Chemicals,Chemicals,Basic Materials,1.644126,SX4P Index,0.7524279
ABC11,ADS GR Equity,0,-0.6,Personal Goods,Personal & Household Goods,Consumer Goods,1.456844,SXQP Index,0.5819758
ABC11,AI FP Equity,-32.8,0,Chemicals,Chemicals,Basic Materials,1.051188,SX4P Index,0.7524279
ABC11,ALV GR Equity,0,-1.3,Nonlife Insurance,Insurance,Financials,0.1654533,SXIP Index,0.0144087
ABC11,BAS GR Equity,0,-1.3,Chemicals,Chemicals,Basic Materials,0.4474543,SX4P Index,0.7524279
ABC11,BAYN GR Equity,0,-1.4,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.4242681,SXDP Index,0.646873
ABC11,BEI GR Equity,0,-0.2,Personal Goods,Personal & Household Goods,Consumer Goods,0.5376344,SXQP Index,0.5819758
ABC11,BMW GR Equity,0,-0.4,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.1122474,SXAP Index,0.498554
ABC11,CBK GR Equity,0,-0.1,Banks,Banks,Financials,-1.744998,SX7P Index,-0.6109482
ABC11,CON GR Equity,0,-0.4,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.2502503,SXAP Index,0.498554
ABC11,DAI GR Equity,0,-0.8,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0,SXAP Index,0.498554
ABC11,DB1 GR Equity,0,-0.4,Financial Services,Financial Services,Financials,0.7240204,SXFP Index,-0.1056954
ABC11,DBK GR Equity,0,-0.3,Banks,Banks,Financials,-0.593229,SX7P Index,-0.6109482
ABC11,DPW GR Equity,0,-0.4,Industrial Transportation,Industrial Goods & Services,Industrials,2.045944,SXNP Index,1.163616
ABC11,DTE GR Equity,0,-0.7,Mobile Telecommunications,Telecommunications,Telecommunications,0.1444043,SXKP Index,-0.4873369
ABC11,EOAN GR Equity,0,-0.3,"Gas, Water & Multiutilities",Utilities,Utilities,-0.5942623,SX6P Index,-0.4399267
ABC11,FME GR Equity,0,-0.3,Health Care Equipment & Services,Health Care,Health Care,-0.5970862,SXDP Index,0.646873
ABC11,FRE GR Equity,0,-0.5,Health Care Equipment & Services,Health Care,Health Care,-0.754717,SXDP Index,0.646873
ABC11,HEI GR Equity,0,-0.2,Construction & Materials,Construction & Materials,Industrials,-0.7973605,SXOP Index,0.4328029
ABC11,HEN3 GR Equity,0,-0.3,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.3227294,SXQP Index,0.5819758
ABC11,IFX GR Equity,0,-0.4,Technology Hardware & Equipment,Technology,Technology,0.8652095,SX8P Index,1.215296
ABC11,LHA GR Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,-1.353965,SXTP Index,0.5615551
ABC11,LINU GR Equity,0,-0.6,Chemicals,Chemicals,Basic Materials,-0.1401214,SX4P Index,0.7524279
ABC11,LINU GY Equity,52.3,0,Chemicals,Chemicals,Basic Materials,-0.2331002,SX4P Index,0.7524279
ABC11,MRK GR Equity,0,-0.2,Pharmaceuticals & Biotechnology,Health Care,Health Care,1.176471,SXDP Index,0.646873
ABC11,MUV2 GR Equity,0,-0.5,Nonlife Insurance,Insurance,Financials,0.4052959,SXIP Index,0.0144087
ABC11,RWE GR Equity,0,-0.2,"Gas, Water & Multiutilities",Utilities,Utilities,-0.4117109,SX6P Index,-0.4399267
ABC11,SAP GR Equity,0,-1.6,Software & Computer Services,Technology,Technology,0.2561576,SX8P Index,1.215296
ABC11,SIE GR Equity,0,-1.5,General Industrials,Industrial Goods & Services,Industrials,1.070257,SXNP Index,1.163616
ABC11,TKA GR Equity,0,-0.2,General Industrials,Industrial Goods & Services,Industrials,-1.238532,SXNP Index,1.163616
ABC11,VNA GR Equity,0,-0.3,Real Estate Investment & Services,Real Estate,Financials,0.7097406,SX86P Index,0.4804201
ABC11,VOW3 GR Equity,0,-0.4,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.2738226,SXAP Index,0.498554
ABC23,A2A IM Equity,0,0.7,Electricity,Utilities,Utilities,0.2298096,SX6P Index,-0.4399267
ABC23,ABI BB Equity,0,-2.2,Beverages,Food & Beverage,Consumer Goods,-0.2367264,SX3P Index,0.2192515
ABC23,AD NA Equity,0,-0.9,Food & Drug Retailers,Retail,Consumer Services,1.219221,SXRP Index,0.6251879
ABC23,ADS GR Equity,0,-1.2,Personal Goods,Personal & Household Goods,Consumer Goods,1.456844,SXQP Index,0.5819758
ABC23,AI FP Equity,0,-1.6,Chemicals,Chemicals,Basic Materials,1.051188,SX4P Index,0.7524279
ABC23,AIR FP Equity,0,-1.9,Aerospace & Defense,Industrial Goods & Services,Industrials,3.963783,SXNP Index,1.163616
ABC23,ALV GR Equity,0,-2.6,Nonlife Insurance,Insurance,Financials,0.1654533,SXIP Index,0.0144087
ABC23,ASML NA Equity,0,-2.5,Technology Hardware & Equipment,Technology,Technology,1.007109,SX8P Index,1.215296
ABC23,BAS GR Equity,0,-2.6,Chemicals,Chemicals,Basic Materials,0.4474543,SX4P Index,0.7524279
ABC23,BAYN GR Equity,0,-3,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.4242681,SXDP Index,0.646873
ABC23,BBVA SM Equity,0,-1.4,Banks,Banks,Financials,-2.449749,SX7P Index,-0.6109482
ABC23,BMW GR Equity,0,-0.8,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.1122474,SXAP Index,0.498554
ABC23,BN FP Equity,0,-1.4,Food Producers,Food & Beverage,Consumer Goods,0,SX3P Index,0.2192515
ABC23,BNP FP Equity,0,-2.1,Banks,Banks,Financials,-0.9274717,SX7P Index,-0.6109482
ABC23,COLR BB Equity,-10,0,Food & Drug Retailers,Retail,Consumer Services,0.3115265,SXRP Index,0.6251879
ABC23,CRH ID Equity,0,-0.9,Construction & Materials,Construction & Materials,Industrials,-0.228385,SXOP Index,0.4328029
ABC23,CS FP Equity,0,-1.5,Nonlife Insurance,Insurance,Financials,-0.8689526,SXIP Index,0.0144087
ABC23,DAI GR Equity,0,-1.7,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0,SXAP Index,0.498554
ABC23,DBK GR Equity,0,-0.6,Banks,Banks,Financials,-0.593229,SX7P Index,-0.6109482
ABC23,DG FP Equity,0,-1.6,Construction & Materials,Construction & Materials,Industrials,0.6569685,SXOP Index,0.4328029
ABC23,DPW GR Equity,0,-0.9,Industrial Transportation,Industrial Goods & Services,Industrials,2.045944,SXNP Index,1.163616
ABC23,DTE GR Equity,0,-1.5,Mobile Telecommunications,Telecommunications,Telecommunications,0.1444043,SXKP Index,-0.4873369
ABC23,EDF FP Equity,0,1.7,Electricity,Utilities,Utilities,0.2438033,SX6P Index,-0.4399267
ABC23,EDP PL Equity,0,2.6,Electricity,Utilities,Utilities,-0.05727377,SX6P Index,-0.4399267
ABC23,EI FP Equity,0,-0.9,Health Care Equipment & Services,Health Care,Health Care,0.9064689,SXDP Index,0.646873
ABC23,ELE SM Equity,0,1.8,Electricity,Utilities,Utilities,0.2503756,SX6P Index,-0.4399267
ABC23,ENEL IM Equity,0,10,Electricity,Utilities,Utilities,-0.1442407,SX6P Index,-0.4399267
ABC23,ENG SM Equity,0,1.7,"Gas, Water & Multiutilities",Utilities,Utilities,-0.52589,SX6P Index,-0.4399267
ABC23,ENGI FP Equity,0,6.6,"Gas, Water & Multiutilities",Utilities,Utilities,-0.07401925,SX6P Index,-0.4399267
ABC23,ENI IM Equity,0,-1.4,Oil & Gas Producers,Oil & Gas,Oil & Gas,1.311596,SXEP Index,1.379135
ABC23,EOAN GR Equity,0,5.5,"Gas, Water & Multiutilities",Utilities,Utilities,-0.5942623,SX6P Index,-0.4399267
ABC23,FORTUM FH Equity,20.8,2.7,Electricity,Utilities,Utilities,1.880734,SX6P Index,-0.4399267
ABC23,FP FP Equity,0,-4.7,Oil & Gas Producers,Oil & Gas,Oil & Gas,1.148148,SXEP Index,1.379135
ABC23,FRE GR Equity,0,-1,Health Care Equipment & Services,Health Care,Health Care,-0.754717,SXDP Index,0.646873
ABC23,GLE FP Equity,0,-1,Banks,Banks,Financials,-0.8132285,SX7P Index,-0.6109482
ABC23,IBE SM Equity,0,10.6,Electricity,Utilities,Utilities,-0.3558719,SX6P Index,-0.4399267
ABC23,IG IM Equity,0,0.7,"Gas, Water & Multiutilities",Utilities,Utilities,-1.088321,SX6P Index,-0.4399267
ABC23,IGY GR Equity,0,1.4,"Gas, Water & Multiutilities",Utilities,Utilities,-0.1092299,SX6P Index,-0.4399267
ABC23,INGA NA Equity,0,-1.6,Banks,Banks,Financials,-0.3803487,SX7P Index,-0.6109482
ABC23,ISP IM Equity,0,-1.2,Banks,Banks,Financials,-1.597506,SX7P Index,-0.6109482
ABC23,ITX SM Equity,0,-1.1,General Retailers,Retail,Consumer Services,-0.0999001,SXRP Index,0.6251879
ABC23,MC FP Equity,0,-2.6,Personal Goods,Personal & Household Goods,Consumer Goods,1.03377,SXQP Index,0.5819758
ABC23,MUV2 GR Equity,0,-0.9,Nonlife Insurance,Insurance,Financials,0.4052959,SXIP Index,0.0144087
ABC23,NOKIA FH Equity,0,-0.9,Technology Hardware & Equipment,Technology,Technology,1.977401,SX8P Index,1.215296
ABC23,NTGY SM Equity,0,2.5,"Gas, Water & Multiutilities",Utilities,Utilities,1.468048,SX6P Index,-0.4399267
ABC23,OR FP Equity,0,-1.8,Personal Goods,Personal & Household Goods,Consumer Goods,0.8244423,SXQP Index,0.5819758
ABC23,ORA FP Equity,0,-1,Fixed Line Telecommunications,Telecommunications,Telecommunications,-0.8727761,SXKP Index,-0.4873369
ABC23,PHIA NA Equity,0,-1.2,Health Care Equipment & Services,Health Care,Health Care,0.3218884,SXDP Index,0.646873
ABC23,REE SM Equity,0,2.3,Electricity,Utilities,Utilities,0.6343078,SX6P Index,-0.4399267
ABC23,RUI FP Equity,0,1.4,"Gas, Water & Multiutilities",Utilities,Utilities,0.1955034,SX6P Index,-0.4399267
ABC23,RWE GR Equity,0,3.2,"Gas, Water & Multiutilities",Utilities,Utilities,-0.4117109,SX6P Index,-0.4399267
ABC23,SAF FP Equity,0,-1.3,Aerospace & Defense,Industrial Goods & Services,Industrials,1.019913,SXNP Index,1.163616
ABC23,SAN FP Equity,0,-2.6,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.09782001,SXDP Index,0.646873
ABC23,SAN SM Equity,0,-2.5,Banks,Banks,Financials,-1.041667,SX7P Index,-0.6109482
ABC23,SAP GR Equity,0,-3.6,Software & Computer Services,Technology,Technology,0.2561576,SX8P Index,1.215296
ABC23,SEV FP Equity,0,1.3,"Gas, Water & Multiutilities",Utilities,Utilities,-0.5764967,SX6P Index,-0.4399267
ABC23,SGO FP Equity,0,-0.7,Construction & Materials,Construction & Materials,Industrials,-0.3278688,SXOP Index,0.4328029
ABC23,SIE GR Equity,0,-3.3,General Industrials,Industrial Goods & Services,Industrials,1.070257,SXNP Index,1.163616
ABC23,SRG IM Equity,0,2.4,"Gas, Water & Multiutilities",Utilities,Utilities,-0.8542298,SX6P Index,-0.4399267
ABC23,SU FP Equity,0,-1.3,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,0.2832059,SXNP Index,1.163616
ABC23,TEF SM Equity,0,-1.2,Fixed Line Telecommunications,Telecommunications,Telecommunications,-0.4672291,SXKP Index,-0.4873369
ABC23,TRN IM Equity,0,2,Electricity,Utilities,Utilities,-0.681431,SX6P Index,-0.4399267
ABC23,UN01 GR Equity,0,1.5,"Gas, Water & Multiutilities",Utilities,Utilities,0.3014318,SX6P Index,-0.4399267
ABC23,UNA NA Equity,0,-2.5,Personal Goods,Personal & Household Goods,Consumer Goods,-0.02088337,SXQP Index,0.5819758
ABC23,URW NA Equity,0,-0.9,Real Estate Investment Trusts,Real Estate,Financials,0.477707,SX86P Index,0.4804201
ABC23,VIE FP Equity,0,3.2,"Gas, Water & Multiutilities",Utilities,Utilities,-0.3669725,SX6P Index,-0.4399267
ABC23,VIV FP Equity,0,-0.7,Media,Media,Consumer Services,-0.144023,SXMP Index,0.9075618
ABC23,VOW3 GR Equity,0,-0.9,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.2738226,SXAP Index,0.498554
ABC24,ABN NA Equity,0,-0.3,Banks,Banks,Financials,-0.5427408,SX7P Index,-0.6109482
ABC24,ACA FP Equity,0,-0.4,Banks,Banks,Financials,-0.4306632,SX7P Index,-0.6109482
ABC24,AIBG ID Equity,0,-0.1,Banks,Banks,Financials,0.6268283,SX7P Index,-0.6109482
ABC24,BAMI IM Equity,0,-0.1,Banks,Banks,Financials,-0.8325624,SX7P Index,-0.6109482
ABC24,BBVA SM Equity,0,-1,Banks,Banks,Financials,-2.449749,SX7P Index,-0.6109482
ABC24,BCP PL Equity,0,-0.1,Banks,Banks,Financials,-0.77101,SX7P Index,-0.6109482
ABC24,BIRG ID Equity,62.7,-0.2,Banks,Banks,Financials,-0.8955224,SX7P Index,-0.6109482
ABC24,BKIA SM Equity,0,-0.1,Banks,Banks,Financials,-1.946691,SX7P Index,-0.6109482
ABC24,BKT SM Equity,0,-0.1,Banks,Banks,Financials,0.9116409,SX7P Index,-0.6109482
ABC24,BNP FP Equity,0,-1.6,Banks,Banks,Financials,-0.9274717,SX7P Index,-0.6109482
ABC24,BPE IM Equity,0,-0.1,Banks,Banks,Financials,-1.94398,SX7P Index,-0.6109482
ABC24,CABK SM Equity,0,-0.3,Banks,Banks,Financials,-0.8251676,SX7P Index,-0.6109482
ABC24,CBK GR Equity,0,-0.2,Banks,Banks,Financials,-1.744998,SX7P Index,-0.6109482
ABC24,DBK GR Equity,0,-0.4,Banks,Banks,Financials,-0.593229,SX7P Index,-0.6109482
ABC24,EBS AV Equity,0,-0.3,Banks,Banks,Financials,0.2562642,SX7P Index,-0.6109482
ABC24,FBK IM Equity,0,-0.1,Banks,Banks,Financials,0.2410122,SX7P Index,-0.6109482
ABC24,GLE FP Equity,0,-0.7,Banks,Banks,Financials,-0.8132285,SX7P Index,-0.6109482
ABC24,HSBA LN Equity,-20.1,0,Banks,Banks,Financials,-0.7858546,SX7P Index,-0.6109482
ABC24,INGA NA Equity,0,-1.2,Banks,Banks,Financials,-0.3803487,SX7P Index,-0.6109482
ABC24,ISP IM Equity,0,-0.9,Banks,Banks,Financials,-1.597506,SX7P Index,-0.6109482
ABC24,KBC BB Equity,0,-0.4,Banks,Banks,Financials,-0.6612564,SX7P Index,-0.6109482
ABC24,KN FP Equity,0,-0.1,Banks,Banks,Financials,-0.2292827,SX7P Index,-0.6109482
ABC24,LLOY LN Equity,-28.9,0,Banks,Banks,Financials,-0.6990785,SX7P Index,-0.6109482
ABC24,MB IM Equity,0,-0.1,Banks,Banks,Financials,-1.349031,SX7P Index,-0.6109482
ABC24,RBI AV Equity,0,-0.1,Banks,Banks,Financials,-0.2610966,SX7P Index,-0.6109482
ABC24,SAB SM Equity,0,-0.2,Banks,Banks,Financials,-1.537433,SX7P Index,-0.6109482
ABC24,SAN SM Equity,0,-1.9,Banks,Banks,Financials,-1.041667,SX7P Index,-0.6109482
ABC24,UBI IM Equity,0,-0.1,Banks,Banks,Financials,-1.471454,SX7P Index,-0.6109482
ABC24,UCG IM Equity,0,-0.8,Banks,Banks,Financials,-1.605072,SX7P Index,-0.6109482
ABC27,ACS SM Equity,0,-2.4,Construction & Materials,Construction & Materials,Industrials,1.106195,SXOP Index,0.4328029
ABC27,ASSAB SS Equity,0,-4.5,Construction & Materials,Construction & Materials,Industrials,0.9593679,SXOP Index,0.4328029
ABC27,BBY LN Equity,0,-0.6,Construction & Materials,Construction & Materials,Industrials,1.417214,SXOP Index,0.4328029
ABC27,BOKA NA Equity,0,-0.5,Construction & Materials,Construction & Materials,Industrials,1.458416,SXOP Index,0.4328029
ABC27,CRH ID Equity,59.5,-6.4,Construction & Materials,Construction & Materials,Industrials,-0.228385,SXOP Index,0.4328029
ABC27,DG FP Equity,0,-11.4,Construction & Materials,Construction & Materials,Industrials,0.6569685,SXOP Index,0.4328029
ABC27,EN FP Equity,0,-2.6,Construction & Materials,Construction & Materials,Industrials,0.5261773,SXOP Index,0.4328029
ABC27,FER SM Equity,0,-2.1,Construction & Materials,Construction & Materials,Industrials,0.7018529,SXOP Index,0.4328029
ABC27,FGR FP Equity,0,-2.3,Construction & Materials,Construction & Materials,Industrials,0.5894737,SXOP Index,0.4328029
ABC27,FLS DC Equity,0,-0.5,Construction & Materials,Construction & Materials,Industrials,0.9625669,SXOP Index,0.4328029
ABC27,GEBN SW Equity,0,-3.4,Construction & Materials,Construction & Materials,Industrials,0.7210979,SXOP Index,0.4328029
ABC27,HEI GR Equity,0,-2.7,Construction & Materials,Construction & Materials,Industrials,-0.7973605,SXOP Index,0.4328029
ABC27,HOT GR Equity,0,-0.7,Construction & Materials,Construction & Materials,Industrials,1.550388,SXOP Index,0.4328029
ABC27,KSP ID Equity,0,-1.6,Construction & Materials,Construction & Materials,Industrials,0.09505703,SXOP Index,0.4328029
ABC27,LHN FP Equity,0,-5,Construction & Materials,Construction & Materials,Industrials,-0.3631082,SXOP Index,0.4328029
ABC27,MRO LN Equity,0,-2.8,Construction & Materials,Construction & Materials,Industrials,0,SXOP Index,0.4328029
ABC27,NIBEB SS Equity,0,-0.8,Construction & Materials,Construction & Materials,Industrials,1.599308,SXOP Index,0.4328029
ABC27,ROCKB DC Equity,0,-0.7,Construction & Materials,Construction & Materials,Industrials,1.671975,SXOP Index,0.4328029
ABC27,SGO FP Equity,0,-5.3,Construction & Materials,Construction & Materials,Industrials,-0.3278688,SXOP Index,0.4328029
ABC27,SIKA SW Equity,0,-3.8,Construction & Materials,Construction & Materials,Industrials,0.7326007,SXOP Index,0.4328029
ABC27,SKAB SS Equity,0,-1.4,Construction & Materials,Construction & Materials,Industrials,0.9690529,SXOP Index,0.4328029
ABC27,WIE AV Equity,0,-0.6,Construction & Materials,Construction & Materials,Industrials,0.9345794,SXOP Index,0.4328029
ABC28,ATST LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.2635046,SXFP Index,-0.1056954
ABC28,AUTO LN Equity,0,-0.1,Media,Media,Consumer Services,-0.0941398,SXMP Index,0.9075618
ABC28,BAB LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-0.2051282,SXNP Index,1.163616
ABC28,BBA LN Equity,0,-0.1,Industrial Transportation,Industrial Goods & Services,Industrials,0.3529412,SXNP Index,1.163616
ABC28,BBOX LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,-0.322165,SX86P Index,0.4804201
ABC28,BEZ LN Equity,0,-0.1,Nonlife Insurance,Insurance,Financials,0.5272408,SXIP Index,0.0144087
ABC28,BME LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,0.729927,SXRP Index,0.6251879
ABC28,BWY LN Equity,0,-0.1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.06891799,SXQP Index,0.5819758
ABC28,CBG LN Equity,0,-0.1,Banks,Banks,Financials,-0.4605263,SX7P Index,-0.6109482
ABC28,CINE LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,1.111111,SXTP Index,0.5615551
ABC28,COB LN Equity,0,-0.1,Aerospace & Defense,Industrial Goods & Services,Industrials,0.5827506,SXNP Index,1.163616
ABC28,CPI LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-1.695961,SXNP Index,1.163616
ABC28,CTEC LN Equity,0,-0.1,Health Care Equipment & Services,Health Care,Health Care,-0.279827,SXDP Index,0.646873
ABC28,CYBG LN Equity,0,-0.1,Banks,Banks,Financials,-1.684088,SX7P Index,-0.6109482
ABC28,DLN LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,-0.162285,SX86P Index,0.4804201
ABC28,DPH LN Equity,0,-0.1,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.2713704,SXDP Index,0.646873
ABC28,ECM LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,0.8930988,SXNP Index,1.163616
ABC28,EMG LN Equity,0,-0.1,Financial Services,Financial Services,Financials,0.2832861,SXFP Index,-0.1056954
ABC28,FRCL LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,-0.1056954
ABC28,GFS LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,0.1812251,SXNP Index,1.163616
ABC28,GLO LN Equity,21,0,Electricity,Utilities,Utilities,0.8264463,SX6P Index,-0.4399267
ABC28,HAS LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,1.805629,SXNP Index,1.163616
ABC28,HICL LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.7586207,SXFP Index,-0.1056954
ABC28,HMSO LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,-0.6964809,SX86P Index,0.4804201
ABC28,HSV LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,0.9677419,SXNP Index,1.163616
ABC28,HSX LN Equity,0,-0.1,Nonlife Insurance,Insurance,Financials,-0.1324503,SXIP Index,0.0144087
ABC28,HWDN LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-0.7792208,SXNP Index,1.163616
ABC28,ICP LN Equity,0,-0.1,Financial Services,Financial Services,Financials,-0.7434945,SXFP Index,-0.1056954
ABC28,IGG LN Equity,0,-0.1,Financial Services,Financial Services,Financials,-0.1734104,SXFP Index,-0.1056954
ABC28,IMI LN Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,2.394107,SXNP Index,1.163616
ABC28,INCH LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,1.335029,SXRP Index,0.6251879
ABC28,INDV LN Equity,0,-0.1,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.2651817,SXDP Index,0.646873
ABC28,INVP LN Equity,0,-0.1,Financial Services,Financial Services,Financials,-1.760563,SXFP Index,-0.1056954
ABC28,ISAT LN Equity,0,-0.1,Mobile Telecommunications,Telecommunications,Telecommunications,1.774691,SXKP Index,-0.4873369
ABC28,MERL LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,0.2442002,SXTP Index,0.5615551
ABC28,MGGT LN Equity,0,-0.1,Aerospace & Defense,Industrial Goods & Services,Industrials,1.013758,SXNP Index,1.163616
ABC28,MTRO LN Equity,0,-0.1,Banks,Banks,Financials,0.1199041,SX7P Index,-0.6109482
ABC28,NXG LN Equity,0,-0.1,Financial Services,Financial Services,Financials,0.7912958,SXFP Index,-0.1056954
ABC28,PHNX LN Equity,0,-0.1,Life Insurance,Insurance,Financials,0.2965159,SXIP Index,0.0144087
ABC28,PNN LN Equity,0,-0.1,"Gas, Water & Multiutilities",Utilities,Utilities,-4.670051,SX6P Index,-0.4399267
ABC28,PSH LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.3571429,SXFP Index,-0.1056954
ABC28,QLT LN Equity,0,-0.1,Financial Services,Financial Services,Financials,0.8387942,SXFP Index,-0.1056954
ABC28,RCP LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,-0.1056954
ABC28,ROR LN Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,0.6410257,SXNP Index,1.163616
ABC28,RPC LN Equity,0,-0.1,General Industrials,Industrial Goods & Services,Industrials,1.324682,SXNP Index,1.163616
ABC28,SPX LN Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,2.427565,SXNP Index,1.163616
ABC28,SSPG LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,0.77101,SXTP Index,0.5615551
ABC28,SXS LN Equity,0,-0.1,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,1.325019,SXNP Index,1.163616
ABC28,TATE LN Equity,0,-0.1,Food Producers,Food & Beverage,Consumer Goods,0.1209555,SX3P Index,0.2192515
ABC28,TCAP LN Equity,0,-0.1,Financial Services,Financial Services,Financials,-35.91147,SXFP Index,-0.1056954
ABC28,TLW LN Equity,0,-0.1,Oil & Gas Producers,Oil & Gas,Oil & Gas,1.936842,SXEP Index,1.379135
ABC28,TPK LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-0.7868384,SXNP Index,1.163616
ABC28,UTG LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,0.4250152,SX86P Index,0.4804201
ABC28,VCT LN Equity,0,-0.1,Chemicals,Chemicals,Basic Materials,1.143241,SX4P Index,0.7524279
ABC28,WEIR LN Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,1.994446,SXNP Index,1.163616
ABC28,WG/ LN Equity,0,-0.1,"Oil Equipment, Services & Distribution",Oil & Gas,Oil & Gas,2.634084,SXEP Index,1.379135
ABC28,WMH LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,1.664402,SXTP Index,0.5615551
ABC29,A2A IM Equity,0,-0.5,Electricity,Utilities,Utilities,0.2298096,SX6P Index,-0.4399267
ABC29,ATL IM Equity,0,-2.8,Industrial Transportation,Industrial Goods & Services,Industrials,0.68,SXNP Index,1.163616
ABC29,AZM IM Equity,0,-0.3,Financial Services,Financial Services,Financials,1.065785,SXFP Index,-0.1056954
ABC29,BAMI IM Equity,0,-0.8,Banks,Banks,Financials,-0.8325624,SX7P Index,-0.6109482
ABC29,BGN IM Equity,0,-0.3,Financial Services,Financial Services,Financials,1.079137,SXFP Index,-0.1056954
ABC29,BMED IM Equity,0,-0.3,Life Insurance,Insurance,Financials,-0.7518797,SXIP Index,0.0144087
