Pair,Ticker,Outright,LookThrough,Sector,SuperSector,Industry,Return,SuperSectorIndex,SuperSectorIndexReturn
JR15,CRH ID Equity,0,-0.3,Construction & Materials,Construction & Materials,Industrials,-0.228385,SXOP Index,0.4328029
JR15,CS FP Equity,0,-0.5,Nonlife Insurance,Insurance,Financials,-0.8689526,SXIP Index,0.0144087
JR15,DAI GR Equity,0,-0.6,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0,SXAP Index,0.498554
JR15,DBK GR Equity,0,-0.2,Banks,Banks,Financials,-0.593229,SX7P Index,-0.6109482
JR15,DG FP Equity,0,-0.6,Construction & Materials,Construction & Materials,Industrials,0.6569685,SXOP Index,0.4328029
JR15,DPW GR Equity,0,-0.3,Industrial Transportation,Industrial Goods & Services,Industrials,2.045944,SXNP Index,1.163616
JR15,DTE GR Equity,0,-0.5,Mobile Telecommunications,Telecommunications,Telecommunications,0.1444043,SXKP Index,-0.4873369
JR15,EI FP Equity,0,-0.3,Health Care Equipment & Services,Health Care,Health Care,0.9064689,SXDP Index,0.646873
JR15,ENEL IM Equity,0,-0.4,Electricity,Utilities,Utilities,-0.1442407,SX6P Index,-0.4399267
JR15,ENGI FP Equity,0,-0.3,"Gas, Water & Multiutilities",Utilities,Utilities,-0.07401925,SX6P Index,-0.4399267
JR15,ENI IM Equity,0,-0.5,Oil & Gas Producers,Oil & Gas,Oil & Gas,1.311596,SXEP Index,1.379135
JR15,EOAN GR Equity,0,-0.2,"Gas, Water & Multiutilities",Utilities,Utilities,-0.5942623,SX6P Index,-0.4399267
JR15,FP FP Equity,0,-1.7,Oil & Gas Producers,Oil & Gas,Oil & Gas,1.148148,SXEP Index,1.379135
JR15,FRE GR Equity,0,-0.3,Health Care Equipment & Services,Health Care,Health Care,-0.754717,SXDP Index,0.646873
JR15,GLE FP Equity,0,-0.4,Banks,Banks,Financials,-0.8132285,SX7P Index,-0.6109482
JR15,IBE SM Equity,0,-0.5,Electricity,Utilities,Utilities,-0.3558719,SX6P Index,-0.4399267
JR15,INGA NA Equity,0,-0.6,Banks,Banks,Financials,-0.3803487,SX7P Index,-0.6109482
JR15,ISP IM Equity,-19.9,-0.4,Banks,Banks,Financials,-1.597506,SX7P Index,-0.6109482
JR15,ITX SM Equity,0,-0.4,General Retailers,Retail,Consumer Services,-0.0999001,SXRP Index,0.6251879
JR15,LBK SM Equity,101.6,0,Banks,Banks,Financials,0.04271679,SX7P Index,-0.6109482
JR15,MC FP Equity,0,-0.9,Personal Goods,Personal & Household Goods,Consumer Goods,1.03377,SXQP Index,0.5819758
JR15,MUV2 GR Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,0.4052959,SXIP Index,0.0144087
JR15,NOKIA FH Equity,0,-0.3,Technology Hardware & Equipment,Technology,Technology,1.977401,SX8P Index,1.215296
JR15,OR FP Equity,0,-0.6,Personal Goods,Personal & Household Goods,Consumer Goods,0.8244423,SXQP Index,0.5819758
JR15,ORA FP Equity,0,-0.4,Fixed Line Telecommunications,Telecommunications,Telecommunications,-0.8727761,SXKP Index,-0.4873369
JR15,PHIA NA Equity,0,-0.4,Health Care Equipment & Services,Health Care,Health Care,0.3218884,SXDP Index,0.646873
JR15,SAF FP Equity,0,-0.5,Aerospace & Defense,Industrial Goods & Services,Industrials,1.019913,SXNP Index,1.163616
JR15,SAN FP Equity,0,-0.9,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.09782001,SXDP Index,0.646873
JR15,SAN SM Equity,0,-0.9,Banks,Banks,Financials,-1.041667,SX7P Index,-0.6109482
JR15,SAP GR Equity,0,-1.3,Software & Computer Services,Technology,Technology,0.2561576,SX8P Index,1.215296
JR15,SGO FP Equity,0,-0.3,Construction & Materials,Construction & Materials,Industrials,-0.3278688,SXOP Index,0.4328029
JR15,SIE GR Equity,0,-1.2,General Industrials,Industrial Goods & Services,Industrials,1.070257,SXNP Index,1.163616
JR15,SU FP Equity,0,-0.5,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,0.2832059,SXNP Index,1.163616
JR15,TEF SM Equity,0,-0.4,Fixed Line Telecommunications,Telecommunications,Telecommunications,-0.4672291,SXKP Index,-0.4873369
JR15,UNA NA Equity,0,-0.9,Personal Goods,Personal & Household Goods,Consumer Goods,-0.02088337,SXQP Index,0.5819758
JR15,URW NA Equity,0,-0.3,Real Estate Investment Trusts,Real Estate,Financials,0.477707,SX86P Index,0.4804201
JR15,VIV FP Equity,0,-0.3,Media,Media,Consumer Services,-0.144023,SXMP Index,0.9075618
JR15,VOW3 GR Equity,0,-0.3,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.2738226,SXAP Index,0.498554
JR16,ADM LN Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,0.9303562,SXIP Index,0.0144087
JR16,AGN NA Equity,0,-0.5,Life Insurance,Insurance,Financials,-0.6883365,SXIP Index,0.0144087
JR16,AGS BB Equity,0,-0.5,Life Insurance,Insurance,Financials,0.5625879,SXIP Index,0.0144087
JR16,ALV GR Equity,0,-4.3,Nonlife Insurance,Insurance,Financials,0.1654533,SXIP Index,0.0144087
JR16,ASRNL NA Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,0.389755,SXIP Index,0.0144087
JR16,AV/ LN Equity,0,-1.3,Life Insurance,Insurance,Financials,-0.1203369,SXIP Index,0.0144087
JR16,BALN SW Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,-0.204499,SXIP Index,0.0144087
JR16,BEZ LN Equity,0,-0.2,Nonlife Insurance,Insurance,Financials,0.5272408,SXIP Index,0.0144087
JR16,CNP FP Equity,0,-0.2,Life Insurance,Insurance,Financials,-0.8101266,SXIP Index,0.0144087
JR16,CS FP Equity,0,-2.4,Nonlife Insurance,Insurance,Financials,-0.8689526,SXIP Index,0.0144087
JR16,DLG LN Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,0.179265,SXIP Index,0.0144087
JR16,G IM Equity,0,-1.1,Nonlife Insurance,Insurance,Financials,-0.446889,SXIP Index,0.0144087
JR16,GJF NO Equity,0,-0.1,Nonlife Insurance,Insurance,Financials,1.090909,SXIP Index,0.0144087
JR16,HELN SW Equity,0,-0.2,Nonlife Insurance,Insurance,Financials,-0.6956522,SXIP Index,0.0144087
JR16,HNR1 GR Equity,0,-0.4,Nonlife Insurance,Insurance,Financials,-0.09090909,SXIP Index,0.0144087
JR16,HSX LN Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,-0.1324503,SXIP Index,0.0144087
JR16,LGEN LN Equity,0,-1,Life Insurance,Insurance,Financials,0.07510327,SXIP Index,0.0144087
JR16,MAP SM Equity,52.7,-0.1,Nonlife Insurance,Insurance,Financials,0.07473841,SXIP Index,0.0144087
JR16,MUV2 GR Equity,0,-1.5,Nonlife Insurance,Insurance,Financials,0.4052959,SXIP Index,0.0144087
JR16,NN NA Equity,0,-0.6,Life Insurance,Insurance,Financials,2.183778,SXIP Index,0.0144087
JR16,OMU LN Equity,0,-0.4,Life Insurance,Insurance,Financials,-0.5333003,SXIP Index,0.0144087
JR16,PHNX LN Equity,0,-0.2,Life Insurance,Insurance,Financials,0.2965159,SXIP Index,0.0144087
JR16,PRU LN Equity,0,-2.8,Life Insurance,Insurance,Financials,-1.256983,SXIP Index,0.0144087
JR16,PST IM Equity,0,-0.2,Life Insurance,Insurance,Financials,0.9345794,SXIP Index,0.0144087
JR16,RSA LN Equity,0,-0.4,Nonlife Insurance,Insurance,Financials,-0.3970678,SXIP Index,0.0144087
JR16,SAMPO FH Equity,0,-1.1,Nonlife Insurance,Insurance,Financials,0.4235294,SXIP Index,0.0144087
JR16,SCR FP Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,-0.3135779,SXIP Index,0.0144087
JR16,SLHN SW Equity,0,-0.6,Life Insurance,Insurance,Financials,-0.8009154,SXIP Index,0.0144087
JR16,SREN SW Equity,0,-1.3,Nonlife Insurance,Insurance,Financials,-0.1593807,SXIP Index,0.0144087
JR16,STB NO Equity,0,-0.2,Nonlife Insurance,Insurance,Financials,0.4787552,SXIP Index,0.0144087
JR16,STJ LN Equity,0,-0.4,Life Insurance,Insurance,Financials,-0.2532714,SXIP Index,0.0144087
JR16,TRYG DC Equity,0,-0.1,Nonlife Insurance,Insurance,Financials,0.4581152,SXIP Index,0.0144087
JR16,ZURN SW Equity,0,-2.1,Nonlife Insurance,Insurance,Financials,-0.3013057,SXIP Index,0.0144087
JR17,AAL LN Equity,0,-0.3,Mining,Basic Resources,Basic Materials,-0.8402394,SXPP Index,-0.2781055
JR17,ABF LN Equity,0,-0.2,Food Producers,Food & Beverage,Consumer Goods,-0.03982477,SX3P Index,0.2192515
JR17,ADM LN Equity,0,-0.4,Nonlife Insurance,Insurance,Financials,0.9303562,SXIP Index,0.0144087
JR17,AGN NA Equity,0,-0.5,Life Insurance,Insurance,Financials,-0.6883365,SXIP Index,0.0144087
JR17,AGS BB Equity,0,-0.5,Life Insurance,Insurance,Financials,0.5625879,SXIP Index,0.0144087
JR17,AHT LN Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,1.125054,SXNP Index,1.163616
JR17,ALV GR Equity,0,-4.3,Nonlife Insurance,Insurance,Financials,0.1654533,SXIP Index,0.0144087
JR17,ANTO LN Equity,0,-0.1,Mining,Basic Resources,Basic Materials,-0.6762295,SXPP Index,-0.2781055
JR17,ASRNL NA Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,0.389755,SXIP Index,0.0144087
JR17,AV/ LN Equity,0,-1.7,Life Insurance,Insurance,Financials,-0.1203369,SXIP Index,0.0144087
JR17,AZN LN Equity,0,-1.3,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.4947669,SXDP Index,0.646873
JR17,BA/ LN Equity,0,-0.4,Aerospace & Defense,Industrial Goods & Services,Industrials,0.496124,SXNP Index,1.163616
JR17,BALN SW Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,-0.204499,SXIP Index,0.0144087
JR17,BARC LN Equity,0,-0.6,Banks,Banks,Financials,-1.0086,SX7P Index,-0.6109482
JR17,BATS LN Equity,0,-1.7,Tobacco,Personal & Household Goods,Consumer Goods,-0.70716,SXQP Index,0.5819758
JR17,BDEV LN Equity,0,-0.1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.2272258,SXQP Index,0.5819758
JR17,BEZ LN Equity,0,-0.2,Nonlife Insurance,Insurance,Financials,0.5272408,SXIP Index,0.0144087
JR17,BKG LN Equity,0,-0.1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.1397429,SXQP Index,0.5819758
JR17,BLND LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,-0.3623188,SX86P Index,0.4804201
JR17,BLT LN Equity,0,-0.7,Mining,Basic Resources,Basic Materials,-0.03512469,SXPP Index,-0.2781055
JR17,BNZL LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-0.04361099,SXNP Index,1.163616
JR17,BP/ LN Equity,0,-2.2,Oil & Gas Producers,Oil & Gas,Oil & Gas,0.8381799,SXEP Index,1.379135
JR17,BRBY LN Equity,0,-0.2,Personal Goods,Personal & Household Goods,Consumer Goods,1.448576,SXQP Index,0.5819758
JR17,BT/A LN Equity,0,-0.3,Fixed Line Telecommunications,Telecommunications,Telecommunications,-2.151926,SXKP Index,-0.4873369
JR17,CCH LN Equity,0,-0.1,Beverages,Food & Beverage,Consumer Goods,2.881291,SX3P Index,0.2192515
JR17,CCL LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,0.6993007,SXTP Index,0.5615551
JR17,CNA LN Equity,0,-0.2,"Gas, Water & Multiutilities",Utilities,Utilities,-0.3666361,SX6P Index,-0.4399267
JR17,CNP FP Equity,0,-0.2,Life Insurance,Insurance,Financials,-0.8101266,SXIP Index,0.0144087
JR17,CPG LN Equity,0,-0.5,Travel & Leisure,Travel & Leisure,Consumer Services,0.6293266,SXTP Index,0.5615551
JR17,CRDA LN Equity,0,-0.1,Chemicals,Chemicals,Basic Materials,0.3280705,SX4P Index,0.7524279
JR17,CRH ID Equity,0,-0.4,Construction & Materials,Construction & Materials,Industrials,-0.228385,SXOP Index,0.4328029
JR17,CS FP Equity,0,-2.4,Nonlife Insurance,Insurance,Financials,-0.8689526,SXIP Index,0.0144087
JR17,DCC LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,0.2177068,SXNP Index,1.163616
JR17,DGE LN Equity,0,-1.3,Beverages,Food & Beverage,Consumer Goods,0.856414,SX3P Index,0.2192515
JR17,DLG LN Equity,0,-0.4,Nonlife Insurance,Insurance,Financials,0.179265,SXIP Index,0.0144087
JR17,EXPN LN Equity,0,-0.3,Support Services,Industrial Goods & Services,Industrials,0.7865758,SXNP Index,1.163616
JR17,EZJ LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,-1.165644,SXTP Index,0.5615551
JR17,FERG LN Equity,0,-0.3,Support Services,Industrial Goods & Services,Industrials,1.016227,SXNP Index,1.163616
JR17,G IM Equity,0,-1.1,Nonlife Insurance,Insurance,Financials,-0.446889,SXIP Index,0.0144087
JR17,GJF NO Equity,0,-0.1,Nonlife Insurance,Insurance,Financials,1.090909,SXIP Index,0.0144087
JR17,GLEN LN Equity,0,-0.8,Mining,Basic Resources,Basic Materials,-2.475764,SXPP Index,-0.2781055
JR17,GSK LN Equity,0,-1.4,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.708489,SXDP Index,0.646873
JR17,GVC LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,2.827521,SXTP Index,0.5615551
JR17,HELN SW Equity,0,-0.2,Nonlife Insurance,Insurance,Financials,-0.6956522,SXIP Index,0.0144087
JR17,HL/ LN Equity,0,-0.1,Financial Services,Financial Services,Financials,2.831595,SXFP Index,-0.1056954
JR17,HLMA LN Equity,0,-0.1,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,1.568335,SXNP Index,1.163616
JR17,HNR1 GR Equity,0,-0.4,Nonlife Insurance,Insurance,Financials,-0.09090909,SXIP Index,0.0144087
JR17,HSBA LN Equity,0,-2.7,Banks,Banks,Financials,-0.7858546,SX7P Index,-0.6109482
JR17,HSX LN Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,-0.1324503,SXIP Index,0.0144087
JR17,IAG LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,-0.8494435,SXTP Index,0.5615551
JR17,IHG LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,0.5275375,SXTP Index,0.5615551
JR17,III LN Equity,0,-0.2,Financial Services,Financial Services,Financials,0.1966354,SXFP Index,-0.1056954
JR17,IMB LN Equity,0,-0.5,Tobacco,Personal & Household Goods,Consumer Goods,-0.3772291,SXQP Index,0.5819758
JR17,INF LN Equity,0,-0.2,Media,Media,Consumer Services,1.120114,SXMP Index,0.9075618
JR17,ITRK LN Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,0.533049,SXNP Index,1.163616
JR17,ITV LN Equity,0,-0.1,Media,Media,Consumer Services,0.4744627,SXMP Index,0.9075618
JR17,JE/ LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,0.8571429,SXRP Index,0.6251879
JR17,JMAT LN Equity,0,-0.1,Chemicals,Chemicals,Basic Materials,-0.5289533,SX4P Index,0.7524279
JR17,KGF LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,1.038874,SXRP Index,0.6251879
JR17,LAND LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,0.2308742,SX86P Index,0.4804201
JR17,LGEN LN Equity,0,-1.3,Life Insurance,Insurance,Financials,0.07510327,SXIP Index,0.0144087
JR17,LLOY LN Equity,0,-0.9,Banks,Banks,Financials,-0.6990785,SX7P Index,-0.6109482
JR17,LSE LN Equity,0,-0.3,Financial Services,Financial Services,Financials,0,SXFP Index,-0.1056954
JR17,MAP SM Equity,0,-0.1,Nonlife Insurance,Insurance,Financials,0.07473841,SXIP Index,0.0144087
JR17,MCRO LN Equity,0,-0.1,Software & Computer Services,Technology,Technology,1.597818,SX8P Index,1.215296
JR17,MKS LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,-0.4482869,SXRP Index,0.6251879
JR17,MNDI LN Equity,0,-0.1,Forestry & Paper,Basic Resources,Basic Materials,0.1456311,SXPP Index,-0.2781055
JR17,MRO LN Equity,0,-0.2,Construction & Materials,Construction & Materials,Industrials,0,SXOP Index,0.4328029
JR17,MRW LN Equity,0,-0.1,Food & Drug Retailers,Retail,Consumer Services,0.4315418,SXRP Index,0.6251879
JR17,MUV2 GR Equity,0,-1.5,Nonlife Insurance,Insurance,Financials,0.4052959,SXIP Index,0.0144087
JR17,NG/ LN Equity,0,-0.5,"Gas, Water & Multiutilities",Utilities,Utilities,-1.843743,SX6P Index,-0.4399267
JR17,NMC LN Equity,0,-0.1,Health Care Equipment & Services,Health Care,Health Care,1.867572,SXDP Index,0.646873
JR17,NN NA Equity,0,-0.6,Life Insurance,Insurance,Financials,2.183778,SXIP Index,0.0144087
JR17,NXT LN Equity,0,-0.2,General Retailers,Retail,Consumer Services,1.287263,SXRP Index,0.6251879
JR17,OCDO LN Equity,0,-0.1,Food & Drug Retailers,Retail,Consumer Services,9.045971,SXRP Index,0.6251879
JR17,OMU LN Equity,0,-0.4,Life Insurance,Insurance,Financials,-0.5333003,SXIP Index,0.0144087
JR17,PHNX LN Equity,0,-0.2,Life Insurance,Insurance,Financials,0.2965159,SXIP Index,0.0144087
JR17,PPB ID Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,0.5841742,SXTP Index,0.5615551
JR17,PRU LN Equity,72.9,-3.7,Life Insurance,Insurance,Financials,-1.256983,SXIP Index,0.0144087
JR17,PSN LN Equity,0,-0.1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.8484849,SXQP Index,0.5819758
JR17,PSON LN Equity,0,-0.1,Media,Media,Consumer Services,1.770507,SXMP Index,0.9075618
JR17,PST IM Equity,0,-0.2,Life Insurance,Insurance,Financials,0.9345794,SXIP Index,0.0144087
JR17,RB/ LN Equity,0,-0.7,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.2510198,SXQP Index,0.5819758
JR17,RBS LN Equity,0,-0.2,Banks,Banks,Financials,-2.277267,SX7P Index,-0.6109482
JR17,RDSA LN Equity,0,-2.3,Oil & Gas Producers,Oil & Gas,Oil & Gas,1.125915,SXEP Index,1.379135
JR17,RDSB LN Equity,0,-1.9,Oil & Gas Producers,Oil & Gas,Oil & Gas,0.8889695,SXEP Index,1.379135
JR17,REL LN Equity,0,-0.3,Media,Media,Consumer Services,-0.2416918,SXMP Index,0.9075618
JR17,RIO LN Equity,0,-0.9,Mining,Basic Resources,Basic Materials,-0.3604903,SXPP Index,-0.2781055
JR17,RMG LN Equity,0,-0.1,Industrial Transportation,Industrial Goods & Services,Industrials,0.1849188,SXNP Index,1.163616
JR17,RMV LN Equity,0,-0.1,Media,Media,Consumer Services,0.2766798,SXMP Index,0.9075618
JR17,RR/ LN Equity,0,-0.3,Aerospace & Defense,Industrial Goods & Services,Industrials,0.505459,SXNP Index,1.163616
JR17,RRS LN Equity,0,-0.1,Mining,Basic Resources,Basic Materials,-1.419176,SXPP Index,-0.2781055
JR17,RSA LN Equity,0,-0.5,Nonlife Insurance,Insurance,Financials,-0.3970678,SXIP Index,0.0144087
JR17,RTO LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,1.109489,SXNP Index,1.163616
JR17,SAMPO FH Equity,0,-1.1,Nonlife Insurance,Insurance,Financials,0.4235294,SXIP Index,0.0144087
JR17,SBRY LN Equity,0,-0.1,Food & Drug Retailers,Retail,Consumer Services,0.0911577,SXRP Index,0.6251879
JR17,SCR FP Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,-0.3135779,SXIP Index,0.0144087
JR17,SDR LN Equity,0,-0.1,Financial Services,Financial Services,Financials,-0.7343941,SXFP Index,-0.1056954
JR17,SGE LN Equity,0,-0.1,Software & Computer Services,Technology,Technology,1.689958,SX8P Index,1.215296
JR17,SGRO LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,0.8316008,SX86P Index,0.4804201
JR17,SHP LN Equity,0,-0.7,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.1630182,SXDP Index,0.646873
JR17,SKG ID Equity,0,-0.1,General Industrials,Industrial Goods & Services,Industrials,0.9631728,SXNP Index,1.163616
JR17,SKY LN Equity,0,-0.3,Media,Media,Consumer Services,2.247191,SXMP Index,0.9075618
JR17,SLA LN Equity,0,-0.2,Financial Services,Financial Services,Financials,-1.03125,SXFP Index,-0.1056954
JR17,SLHN SW Equity,0,-0.6,Life Insurance,Insurance,Financials,-0.8009154,SXIP Index,0.0144087
JR17,SMDS LN Equity,0,-0.1,General Industrials,Industrial Goods & Services,Industrials,2.850291,SXNP Index,1.163616
JR17,SMIN LN Equity,0,-0.1,General Industrials,Industrial Goods & Services,Industrials,1.305862,SXNP Index,1.163616
JR17,SMT LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.9310987,SXFP Index,-0.1056954
JR17,SN/ LN Equity,0,-0.2,Health Care Equipment & Services,Health Care,Health Care,0.7150922,SXDP Index,0.646873
JR17,SREN SW Equity,0,-1.3,Nonlife Insurance,Insurance,Financials,-0.1593807,SXIP Index,0.0144087
JR17,SSE LN Equity,0,-0.3,Electricity,Utilities,Utilities,-1.363473,SX6P Index,-0.4399267
JR17,STAN LN Equity,0,-0.4,Banks,Banks,Financials,-0.8461208,SX7P Index,-0.6109482
JR17,STB NO Equity,0,-0.2,Nonlife Insurance,Insurance,Financials,0.4787552,SXIP Index,0.0144087
JR17,STJ LN Equity,0,-0.5,Life Insurance,Insurance,Financials,-0.2532714,SXIP Index,0.0144087
JR17,SVT LN Equity,0,-0.1,"Gas, Water & Multiutilities",Utilities,Utilities,-3.644533,SX6P Index,-0.4399267
JR17,TRYG DC Equity,0,-0.1,Nonlife Insurance,Insurance,Financials,0.4581152,SXIP Index,0.0144087
JR17,TSCO LN Equity,0,-0.5,Food & Drug Retailers,Retail,Consumer Services,-2.00077,SXRP Index,0.6251879
JR17,TUI LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,0.6828979,SXTP Index,0.5615551
JR17,TW/ LN Equity,0,-0.1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.5203816,SXQP Index,0.5819758
JR17,ULVR LN Equity,0,-0.9,Personal Goods,Personal & Household Goods,Consumer Goods,-0.225841,SXQP Index,0.5819758
JR17,UU/ LN Equity,0,-0.1,"Gas, Water & Multiutilities",Utilities,Utilities,-4.044885,SX6P Index,-0.4399267
JR17,VOD LN Equity,0,-0.9,Mobile Telecommunications,Telecommunications,Telecommunications,-0.5681818,SXKP Index,-0.4873369
JR17,WPP LN Equity,0,-0.3,Media,Media,Consumer Services,1.445684,SXMP Index,0.9075618
JR17,WTB LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,-0.1494024,SXTP Index,0.5615551
JR17,ZURN SW Equity,0,-2.1,Nonlife Insurance,Insurance,Financials,-0.3013057,SXIP Index,0.0144087
JR18,ALCRE FP Equity,0,-2.8,Real Estate Investment & Services,Real Estate,Financials,0,SX86P Index,0.4804201
JR18,BG AV Equity,69.9,0,Banks,Banks,Financials,0.9634888,SX7P Index,-0.6109482
JR18,COFB BB Equity,0,-1.3,Real Estate Investment Trusts,Real Estate,Financials,0.8403361,SX86P Index,0.4804201
JR18,COL SM Equity,0,-1.6,Real Estate Investment Trusts,Real Estate,Financials,0.6233766,SX86P Index,0.4804201
JR18,COV FP Equity,0,-1.8,Real Estate Investment Trusts,Real Estate,Financials,-0.3374578,SX86P Index,0.4804201
JR18,DWNI GR Equity,0,-8.2,Real Estate Investment & Services,Real Estate,Financials,0.5612494,SX86P Index,0.4804201
JR18,GFC FP Equity,0,-4.6,Real Estate Investment Trusts,Real Estate,Financials,-0.06973501,SX86P Index,0.4804201
JR18,ICAD FP Equity,0,-1.5,Real Estate Investment Trusts,Real Estate,Financials,0.6586826,SX86P Index,0.4804201
JR18,LEG GR Equity,0,-3.5,Real Estate Investment & Services,Real Estate,Financials,0.8519702,SX86P Index,0.4804201
JR18,LI FP Equity,0,-4,Real Estate Investment Trusts,Real Estate,Financials,-0.8266993,SX86P Index,0.4804201
JR18,MRL SM Equity,0,-2.7,Real Estate Investment Trusts,Real Estate,Financials,1.5625,SX86P Index,0.4804201
JR18,TEG GR Equity,0,-1.6,Real Estate Investment & Services,Real Estate,Financials,0.3600823,SX86P Index,0.4804201
JR18,URW NA Equity,0,-15.6,Real Estate Investment Trusts,Real Estate,Financials,0.477707,SX86P Index,0.4804201
JR18,VNA GR Equity,0,-11.6,Real Estate Investment & Services,Real Estate,Financials,0.7097406,SX86P Index,0.4804201
JR22,AAL LN Equity,0,-0.1,Mining,Basic Resources,Basic Materials,-0.8402394,SXPP Index,-0.2781055
JR22,ABF LN Equity,0,-0.1,Food Producers,Food & Beverage,Consumer Goods,-0.03982477,SX3P Index,0.2192515
JR22,AHT LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,1.125054,SXNP Index,1.163616
JR22,AV/ LN Equity,0,-0.2,Life Insurance,Insurance,Financials,-0.1203369,SXIP Index,0.0144087
JR22,AZN LN Equity,0,-0.5,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.4947669,SXDP Index,0.646873
JR22,BA/ LN Equity,0,-0.2,Aerospace & Defense,Industrial Goods & Services,Industrials,0.496124,SXNP Index,1.163616
JR22,BARC LN Equity,0,-0.2,Banks,Banks,Financials,-1.0086,SX7P Index,-0.6109482
JR22,BATS LN Equity,0,-0.7,Tobacco,Personal & Household Goods,Consumer Goods,-0.70716,SXQP Index,0.5819758
JR22,BLND LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,-0.3623188,SX86P Index,0.4804201
JR22,BLT LN Equity,0,-0.3,Mining,Basic Resources,Basic Materials,-0.03512469,SXPP Index,-0.2781055
JR22,BNZL LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-0.04361099,SXNP Index,1.163616
JR22,BP/ LN Equity,0,-0.9,Oil & Gas Producers,Oil & Gas,Oil & Gas,0.8381799,SXEP Index,1.379135
JR22,BRBY LN Equity,0,-0.1,Personal Goods,Personal & Household Goods,Consumer Goods,1.448576,SXQP Index,0.5819758
JR22,BT/A LN Equity,0,-0.1,Fixed Line Telecommunications,Telecommunications,Telecommunications,-2.151926,SXKP Index,-0.4873369
JR22,CCL LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,0.6993007,SXTP Index,0.5615551
JR22,CNA LN Equity,0,-0.1,"Gas, Water & Multiutilities",Utilities,Utilities,-0.3666361,SX6P Index,-0.4399267
JR22,CPG LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,0.6293266,SXTP Index,0.5615551
JR22,CRH ID Equity,0,-0.2,Construction & Materials,Construction & Materials,Industrials,-0.228385,SXOP Index,0.4328029
JR22,DGE LN Equity,0,-0.5,Beverages,Food & Beverage,Consumer Goods,0.856414,SX3P Index,0.2192515
JR22,EXPN LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,0.7865758,SXNP Index,1.163616
JR22,FERG LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,1.016227,SXNP Index,1.163616
JR22,GLEN LN Equity,0,-0.3,Mining,Basic Resources,Basic Materials,-2.475764,SXPP Index,-0.2781055
JR22,GSK LN Equity,0,-0.6,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.708489,SXDP Index,0.646873
