date,V1
JMAT LN Equity,0.00656427065133664
JMT PL Equity,0
JUP LN Equity,0
JYSK DC Equity,0
KAZ LN Equity,0.00301485230684418
KBC BB Equity,0
KCR FH Equity,0
KER FP Equity,-0.00139683925757002
KESKOB FH Equity,0
KGF LN Equity,0
KGX GY Equity,0
KINDSDB SS Equity,0
KINVB SS Equity,0
KN FP Equity,0
KNEBV FH Equity,0
KNIN SE Equity,0
KOMB CK Equity,0
KPN NA Equity,0
KSP ID Equity,-0.00150961657800212
KYG ID Equity,-0.00241893844338263
LAND LN Equity,0.00809021690467735
LBK SM Equity,0.0135081077084339
LDO IM Equity,0
LEG GY Equity,0
LGEN LN Equity,-0.00391647223740171
LHA GY Equity,0
LHN FP Equity,-0.00675236806657196
LHN SE Equity,0
LI FP Equity,0
LIGHT NA Equity,0
LINU GY Equity,0.00602470363619743
LISN SE Equity,0
LLOY LN Equity,-0.0070505335056909
LOGN SE Equity,0
LONN SE Equity,0
LOOMB SS Equity,0
LR FP Equity,0
LSE LN Equity,0.0068290426733796
LUN DC Equity,0
LUNDB SS Equity,0
LUPE SS Equity,-0.00207277845788847
LUX IM Equity,0
LXS GY Equity,0
MAERSKB DC Equity,0
MAN GY Equity,0
MAP SM Equity,0.0051314975221576
MAP SQ Equity,0
MB IM Equity,0
MC FP Equity,0
MCRO LN Equity,0
MCX Index,-0.0444997479931709
MDAX Index,-0.00344688067910243
MDC LN Equity,0
MERL LN Equity,0
METSO FH Equity,0.00373360815010292
MF FP Equity,0.0146782703258574
MGGT LN Equity,0
MHG NO Equity,0
MKS LN Equity,0
ML FP Equity,0
MMB FP Equity,0
MNDI LN Equity,0.00870542356935387
MONC IM Equity,0.00445315529946314
MONY LN Equity,0
MOR GY Equity,0
MRK GY Equity,-0.000633320055621795
MRL SM Equity,0.00996099530146527
MRL SQ Equity,0
MRO LN Equity,0.00800045717580434
MRW LN Equity,-0.00301991170567378
MT NA Equity,-0.000792094359946121
MTRO LN Equity,0
MTX GY Equity,0
MUV2 GY Equity,0
NDA GY Equity,0
NDA SS Equity,0.00615209155569021
NDX Index,-0.0218453921829896
NESN SE Equity,0
NESTE FH Equity,0.00449178651573648
NG/ LN Equity,0
NHY NO Equity,0
NIBEB SS Equity,0
NK FP Equity,0
NMC LN Equity,0
NN NA Equity,0
NOKIA FH Equity,0
NOVN SE Equity,0
NOVOB DC Equity,0
NRE1V FH Equity,0
NTGY SQ Equity,0
NXG LN Equity,0.00945728099652411
NXI FP Equity,0.00380658616708997
NXT LN Equity,0
NZYMB DC Equity,0
O2D GY Equity,0
OCDO LN Equity,0
OERL SE Equity,0
OMU LN Equity,0
OMV AV Equity,0
OR FP Equity,0
ORA FP Equity,0
ORK NO Equity,0
ORNBV FH Equity,0
ORP FP Equity,0
ORSTED DC Equity,0
OSR GY Equity,0
PAH3 GY Equity,0
PARG SE Equity,0
PGHN SE Equity,0
PHIA NA Equity,0
PHNX LN Equity,0
PIRC IM Equity,0
PLUS LN Equity,0.00511021416616478
PNDORA DC Equity,0
PNN LN Equity,0
POLY LN Equity,0
POM FP Equity,0
PPB ID Equity,0
PPB LN Equity,0
PROX BB Equity,0
PRSM LN Equity,0.00335281472673281
PRU LN Equity,0.0126442098885431
PRY IM Equity,0
PSM GY Equity,0
PSN LN Equity,-0.00881793605368868
PSON LN Equity,0
PSPN SE Equity,0
PST IM Equity,0
PTEC LN Equity,-0.00018903318965248
PUB FP Equity,0
QIA GY Equity,0
QLT LN Equity,0
RACE IM Equity,0
RAND NA Equity,-0.00302038373443616
RB/ LN Equity,0
RBI AV Equity,0
RBREW DC Equity,0
RBS LN Equity,0.0171895330294626
RCO FP Equity,0
RDSA LN Equity,0.0149118549790759
RDSA NA Equity,-0.00406680602634342
