ARSUSDCR Curncy,AUDUSDCR Curncy,BRLUSDCR Curncy,CADUSDCR Curncy,CHFUSDCR Curncy,CLPUSDCR Curncy,COPUSDCR Curncy,CZKUSDCR Curncy,DKKUSDCR Curncy,EURUSDCR Curncy,GBPUSDCR Curncy,HKDUSDCR Curncy,HUFUSDCR Curncy,IDRUSDCR Curncy,INRUSDCR Curncy,JPYUSDCR Curncy,KRWUSDCR Curncy,MXNUSDCR Curncy,NOKUSDCR Curncy,NZDUSDCR Curncy,PENUSDCR Curncy,PHPUSDCR Curncy,PLNUSDCR Curncy,RUBUSDCR Curncy,SEKUSDCR Curncy,SGDUSDCR Curncy,THBUSDCR Curncy,TRYUSDCR Curncy,TWDUSDCR Curncy,ZARUSDCR Curncy
2.67571056837745e-05,-0.000844325878775402,-1.30183754373614e-06,-0.000620435148395702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.21595663836619e-05,0.000183564599754258,0,1.57274482876701e-05,0.000173140627496109,-1.6890522389437e-06,-1.43971482133599e-06,-0.000988947929320405,-0.00036710603684307,-0.000366460017910998,3.29683734393609e-05,-2.03709223311007e-05,6.16127070035541e-06,-1.23403569164393e-06,-0.000110405741098546,0.000736403503094396,-0.000900498362175701,-0.000321307102274714,-0.00252157864703548,-0.00049266842579913,-1.11640722280986e-06,-0.00173527396788453,6.88565045523199e-05,-8.03116090457533e-07,-0.00167889425563006,-0.000710343751049703,-0.00129900599842023,-0.001777675789113,-0.000780121410832781,-0.000723763921897593
-7.22772736545791e-05,-0.000984538992292224,0,-0.000309577534272807,9.65976583196811e-05,0,0,0.000765384337073437,-9.04948807256561e-05,-9.00216919740296e-05,-0.000392310710082447,5.36087824054247e-06,-0.00216539325188176,0,-0.000128642250724824,-0.000232831213179939,-0.000634961822157306,0.000528973444422385,0.000589254438520435,-0.000557890154120688,0,0.000245280237376007,-0.0011438438984773,0,-0.000121011292502388,0.00016609538422908,0.000152700568280988,-0.000680363787580914,-0.000298484733115007,-0.00105655713933883
9.22074522237433e-05,0.00037331519424983,0,0.000396613795867255,-0.000679943577115273,0,0,-0.00101153236344489,-0.000528285366705855,-0.000469673517247237,-0.000498001398361514,-2.46599077076718e-05,-0.000281786436193155,0,-0.000183338792397758,-0.000513210498245533,-4.42922893996607e-05,-0.00110179228578892,-0.000680763244622387,-0.00116005617309633,0,9.40742032229495e-05,0.00021534526185078,0,-0.00104738335135515,-0.000630662244781967,7.5947147049298e-05,0.000938742647394801,-0.000149286926425968,-3.57421082883187e-05
7.08215915399461e-05,-0.00127425910934642,0,-0.000596754022295972,-0.000172254737962271,0,0,-0.000112672104774534,-0.000409584918851627,-0.000503535601269163,-0.000952503511394342,-3.21658902173608e-06,-0.000179113964207409,0,-0.000274522440869069,0.000186979334468709,4.58216392691466e-05,-0.000987705772035859,-0.000457873884523066,-0.00121533573300915,0,-0.000561883715155174,-0.000807873903258298,0,-0.000252496088009055,8.40754225778905e-05,-0.000228607039374343,4.84235986010945e-05,6.60210820550902e-05,0.00151435242832528
-7.08165761973124e-05,0.000719963631918974,0,5.71437089745577e-05,-0.000536953092696543,0,0,-0.00105595360072721,-0.00121029796082165,-0.00123232937395498,-0.000596707977501186,-2.14439957875874e-06,-0.000840133208286886,0,-0.000567966983902192,-0.000693132238702006,-1.52731799147481e-06,-4.93645873746822e-05,-0.00132182480578706,-0.00107250985927033,0,-4.51767540501162e-05,-0.000737541835990849,0,-0.00100117899019102,-0.000659689322923337,-0.000838678505789721,-0.00184853781612121,-0.000232581995309837,-0.0027116614552947
-1.45424212620966e-06,-0.00101729508789517,0,-0.000275764750308658,-2.01106468638679e-05,0,0,-0.000349617437842194,4.85127672947634e-05,0.000103273778787596,-0.00102448293905432,-5.36101044327394e-06,-0.000607023259107742,0,0.000164744999425786,2.73415914531915e-05,0,-0.000549295059751338,-0.000647157284177,-0.000130945679445085,0,-9.03575901632164e-05,0.00020051761758879,0,1.36042853498535e-05,2.96907706235307e-06,-0.00015282874246247,8.54596661794422e-05,-0.000313906356349773,0.000587188768042889
-3.65015304465696e-05,-0.000903038154970738,-4.33946412815112e-06,7.20665198829424e-05,-0.000680902737209726,0,0,-0.00109181564233278,-0.00115581334036383,-0.0013532902889193,-0.000321995489857727,-7.50545485746634e-06,-0.000891966341487047,0,-0.000403478283264264,0.000443209469717127,1.52732032417862e-06,-0.000657429263741911,-0.00101700490762993,-0.000296880148505243,0,-0.000418569158669699,-0.00241731439845952,-0.00956592343566908,-0.00302577863634758,-0.0015498536249354,-0.000533806573894483,-0.000928666126306174,-9.14577449975189e-05,-0.00202767802399919
6.2971074171701e-05,2.30794168099772e-05,0,0.000540045804498367,-3.54579004515529e-05,-4.222637729795e-06,-4.31915068214864e-06,-0.000754857007339812,-0.000344189012557643,-0.000181771675183814,-6.39786090829062e-05,1.07221588424012e-05,-0.000686740504405351,-4.52480311967938e-06,0.000105741097485242,0.000474656916542387,-7.63658995737406e-07,-0.000207452703568148,-0.00211624795702329,-0.000425639041309915,-4.46563387718131e-06,-0.000708161498489776,-0.000283267237644481,-0.000740327495584826,-0.00238339447225318,-0.000210139842117508,0.000458016943489742,-0.00042212455944837,-4.1667894683827e-05,-0.000420548512282244
3.98452376069579e-05,0.00114857702577589,0,0.000468559725222033,0.00013129471926889,0,0,0.00131469796386529,0.00092625059672927,0.000927530678185895,0.000340873363890618,-1.07220438792483e-06,0.000892812884444685,0,0.000109486818109093,-0.00105812651225111,-6.10927663108626e-06,0.000936516048891031,0.00108671520891623,0.000747634085584778,0,-4.64903259285334e-05,0.00186676000466686,0.000634572860243811,0.00216568147156914,0.000434248096446604,-0.000538550663742078,0.00317708632191861,-0.000277458762310294,0.00593332635782739
-4.20248717441943e-05,0.000719985632453479,0,0.000124118448717985,6.22849372982578e-05,0,0,-0.000627325365777793,-0.000470610580296639,-0.000292575754279847,-0.000387073722656714,-1.07220553739594e-06,-0.000249877171863133,0,-0.000237732110792784,4.60542317363561e-05,3.05465697739614e-06,0.00163615228737841,0.000804228238593429,0.00081977909306992,0,0.000935504239298074,-0.001550718215444,-0.000389260623773945,0.000465183992211222,0.000231894858474859,0.00114513486316031,-0.00186122893793291,0.000157575252349172,-0.0021908705000596
2.61757606349267e-06,-0.000426430551284698,4.33948295819507e-07,-0.00067925733428311,9.86915228772782e-05,0,0,0.00100928859743292,0.000726306110578102,0.000552683944205136,7.94304834337514e-05,-1.28664802457864e-05,0.00105436243159729,0,0.000164788064835225,-0.000759859828887695,-1.5273238232477e-06,0.00149110580045013,0.0011389826065888,0.000630978286430649,0,0.00042117975525114,0.00141831366594953,0.00218882111133379,0.00118686130888973,0.000224905678323456,0.000152771151165829,0.00148718524869071,6.60695336099621e-05,0.0029421541583805
-6.76205379714386e-05,0.000936296467798805,0,0.000389120521388358,-6.51491388337573e-05,8.4453111213194e-07,0,-0.000582240977507109,-0.000443062745069098,-0.000345780338147118,-2.20622707599503e-06,8.57776386271863e-06,-0.000517347447171428,4.113475994302e-07,-3.54209131510966e-05,0.000793562780033268,1.52732615596932e-06,-0.00165046483469693,-2.66981762560994e-05,-0.000122858469835099,5.58206727255716e-07,-0.000421002437547533,-0.00044319402217478,-0.000540748386052259,-0.001506798762313,-7.33007838231517e-05,-0.000152747815706186,-0.00136451224145919,-0.000198195506145521,-0.00212600485528623
9.61294586035514e-05,-0.000256477667434664,0,-0.00038234841375063,0.000384213335172914,-8.44530398899743e-07,0,0.000807684972946323,0.00107332033810112,0.000881065893939279,0.000204076454761799,-8.57769028531688e-06,0.00060707264954861,0,-0.000129344582555142,-0.000670611666916078,-4.58197146974309e-06,0.000996778356781478,-0.00100939025766148,0.000789835005003402,0,5.6492068513672e-06,0.00185780127730776,0.00124245033235955,0.00241428876849665,0.000124818592026531,-0.00038075271521348,0.000433259774669688,4.87962573270938e-05,0.00168184748287372
