date,1COV GY Equity,A2A IM Equity,AAL LN Equity,AALB NA Equity,ABBN SE Equity,ABF LN Equity,ABI BB Equity,ABN NA Equity,AC FP Equity,ACA FP Equity,ACKB BB Equity,ACS SQ Equity,AD NA Equity,ADEN SE Equity,ADEN SW Equity,ADM LN Equity,ADP FP Equity,ADS GY Equity,AENA SQ Equity,AF FP Equity,AGK LN Equity,AGM LN Equity,AGN NA Equity,AGS BB Equity,AHT LN Equity,AI FP Equity,AIBG ID Equity,AIR FP Equity,AKE FP Equity,AKERBP NO Equity,AKZA NA Equity,ALFA SS Equity,ALO FP Equity,ALT FP Equity,ALV GY Equity,AM FP Equity,AMBUB DC Equity,AMEAS FH Equity,AMS SE Equity,AMS SQ Equity,AMUN FP Equity,ANDR AV Equity,ANTO LN Equity,ARGX BB Equity,ARL GY Equity,ASCL LN Equity,ASM NA Equity,ASML NA Equity,ASRNL NA Equity,ASSAB SS Equity,AT1 GY Equity,ATC NA Equity,ATCOA SS Equity,ATE FP Equity,ATL IM Equity,ATO FP Equity,AUTO LN Equity,AV/ LN Equity,AZA SS Equity,AZN LN Equity,B4B GY Equity,BA/ LN Equity,BAB LN Equity,BAER SE Equity,BAER SW Equity,BALDB SS Equity,BALN SE Equity,BAMI IM Equity,BARC LN Equity,BARN SE Equity,BAS GY Equity,BATS LN Equity,BAYN GY Equity,BB FP Equity,BBA LN Equity,BBVA SM Equity,BBVA SQ Equity,BBY LN Equity,BCP PL Equity,BDEV LN Equity,BEI GY Equity,BESI NA Equity,BEZ LN Equity,BG AV Equity,BILL SS Equity,BIM FP Equity,BION SE Equity,BIRG ID Equity,BKG LN Equity,BKIA SQ Equity,BKT SM Equity,BKT SQ Equity,BLND LN Equity,BLT LN Equity,BME LN Equity,BME SQ Equity,BMW GY Equity,BN FP Equity,BNP FP Equity,BNR GY Equity,BNZL LN Equity,BOKA NA Equity,BOL FP Equity,BOL SS Equity,BOSS GY Equity,BP/ LN Equity,BPE IM Equity,BRBY LN Equity,BT/A LN Equity,BTG LN Equity,BUCN SE Equity,BVI FP Equity,BVIC LN Equity,BWY LN Equity,CA FP Equity,CABK SM Equity,CABK SQ Equity,CAC Index,CAP FP Equity,CAPC LN Equity,CARLB DC Equity,CAST SS Equity,CBG LN Equity,CBK GY Equity,CCH LN Equity,CCL LN Equity,CDI FP Equity,CERV IM Equity,CEZ CK Equity,CFR SE Equity,CGG FP Equity,CHR DC Equity,CINE LN Equity,CLN SE Equity,CLNX SQ Equity,CMBN SE Equity,CNA LN Equity,CNHI IM Equity,CNP FP Equity,CO FP Equity,COA LN Equity,COB LN Equity,COFB BB Equity,COL SQ Equity,COLOB DC Equity,COLR BB Equity,CON GY Equity,COV FP Equity,CPG LN Equity,CPI LN Equity,CPR IM Equity,CRDA LN Equity,CRH ID Equity,CRH LN Equity,CS FP Equity,CSGN SE Equity,CSGN SW Equity,CSP LN Equity,CTEC LN Equity,CYBG LN Equity,DAI GY Equity,DANSKE DC Equity,DAX Index,DB1 GY Equity,DBK GY Equity,DC/ LN Equity,DCC LN Equity,DEC FP Equity,DG FP Equity,DGE LN Equity,DHER GY Equity,DKSH SE Equity,DLG LN Equity,DLN LN Equity,DMGT LN Equity,DMP GY Equity,DNB NO Equity,DOKA SE Equity,DOM SS Equity,DPH LN Equity,DPW GY Equity,DRI GY Equity,DSM NA Equity,DSV DC Equity,DSY FP Equity,DTE GY Equity,DUE GY Equity,DUFN SE Equity,DWNI GY Equity,EBS AV Equity,ECM LN Equity,EDEN FP Equity,EDF FP Equity,EDP PL Equity,EI FP Equity,EKTAB SS Equity,EL US Equity,ELE SQ Equity,ELIS FP Equity,ELISA FH Equity,ELTA LN Equity,ELUXB SS Equity,EMG LN Equity,EMSN SE Equity,EN FP Equity,ENEL IM Equity,ENG SM Equity,ENG SQ Equity,ENGI FP Equity,ENI IM Equity,ENX FP Equity,EO FP Equity,EOAN GY Equity,EPIA SS Equity,EQNR NO Equity,ERF FP Equity,ERICB SS Equity,ESL LN Equity,ESSITYB SS Equity,ETL FP Equity,EVK GY Equity,EVR LN Equity,EXO IM Equity,EXPN LN Equity,EZJ LN Equity,F3BANK Index,F3MNG Index,F3OTHR Index,F3REITS Index,F3RETG Index,FABG SS Equity,FBK IM Equity,FCA IM Equity,FDP LN Equity,FER SQ Equity,FERG LN Equity,FGR FP Equity,FHZN SE Equity,FI/N SE Equity,FLS DC Equity,FME GY Equity,FNTN GY Equity,FORTUM FH Equity,FP FP Equity,FPE3 GY Equity,FR FP Equity,FRA GY Equity,FRE GY Equity,FRES LN Equity,FTI FP Equity,FTSEMIB Index,G IM Equity,G1A GY Equity,G24 GY Equity,GALP PL Equity,GAM SE Equity,GBLB BB Equity,GEBN SE Equity,GEN DC Equity,GET FP Equity,GETIB SS Equity,GFC FP Equity,GFS LN Equity,GIVN SE Equity,GJF NO Equity,GLB ID Equity,GLE FP Equity,GLEN LN Equity,GLJ GY Equity,GLO LN Equity,GLPG NA Equity,GN DC Equity,GPOR LN Equity,GRF SQ Equity,GSK LN Equity,GTO NA Equity,GVC LN Equity,GXI GY Equity,HAS LN Equity,HEI GY Equity,HEIA NA Equity,HEIO NA Equity,HELN SE Equity,HEN GY Equity,HEN3 GY Equity,HEXAB SS Equity,HL/ LN Equity,HLE GY Equity,HLMA LN Equity,HMB SS Equity,HMSO LN Equity,HNR1 GY Equity,HO FP Equity,HOT GY Equity,HPOLB SS Equity,HSBA LN Equity,HSV LN Equity,HSX LN Equity,HUH1V FH Equity,HUSQB SS Equity,HWDN LN Equity,IAG LN Equity,IBE SQ Equity,IBEX Index,IBST LN Equity,ICA SS Equity,ICAD FP Equity,ICP LN Equity,IFX GY Equity,IG IM Equity,IGG LN Equity,IGY GY Equity,IHG LN Equity,III LN Equity,ILD FP Equity,IMB LN Equity,IMCD NA Equity,IMI LN Equity,INCH LN Equity,INDUA SS Equity,INDV LN Equity,INF LN Equity,ING FP Equity,INGA NA Equity,INTU LN Equity,INVEB SS Equity,INVP LN Equity,IPN FP Equity,ISAT LN Equity,ISP IM Equity,ISS DC Equity,ITRK LN Equity,ITV LN Equity,ITX SM Equity,ITX SQ Equity,IWG LN Equity,JDW LN Equity,JE/ LN Equity,JMAT LN Equity,JMT PL Equity,JUP LN Equity,JYSK DC Equity,KAZ LN Equity,KBC BB Equity,KCR FH Equity,KER FP Equity,KESKOB FH Equity,KGF LN Equity,KGX GY Equity,KINDSDB SS Equity,KINVB SS Equity,KN FP Equity,KNEBV FH Equity,KNIN SE Equity,KOMB CK Equity,KPN NA Equity,KSP ID Equity,KYG ID Equity,LAND LN Equity,LBK SM Equity,LDO IM Equity,LEG GY Equity,LGEN LN Equity,LHA GY Equity,LHN FP Equity,LHN SE Equity,LI FP Equity,LIGHT NA Equity,LINU GY Equity,LISN SE Equity,LLOY LN Equity,LOGN SE Equity,LONN SE Equity,LOOMB SS Equity,LR FP Equity,LSE LN Equity,LUN DC Equity,LUNDB SS Equity,LUPE SS Equity,LUX IM Equity,LXS GY Equity,MAERSKB DC Equity,MAN GY Equity,MAP SM Equity,MAP SQ Equity,MB IM Equity,MC FP Equity,MCRO LN Equity,MCX Index,MDAX Index,MDC LN Equity,MERL LN Equity,METSO FH Equity,MF FP Equity,MGGT LN Equity,MHG NO Equity,MKS LN Equity,ML FP Equity,MMB FP Equity,MNDI LN Equity,MONC IM Equity,MONY LN Equity,MOR GY Equity,MRK GY Equity,MRL SM Equity,MRL SQ Equity,MRO LN Equity,MRW LN Equity,MT NA Equity,MTRO LN Equity,MTX GY Equity,MUV2 GY Equity,NDA GY Equity,NDA SS Equity,NDX Index,NESN SE Equity,NESTE FH Equity,NG/ LN Equity,NHY NO Equity,NIBEB SS Equity,NK FP Equity,NMC LN Equity,NN NA Equity,NOKIA FH Equity,NOVN SE Equity,NOVOB DC Equity,NRE1V FH Equity,NTGY SQ Equity,NXG LN Equity,NXI FP Equity,NXT LN Equity,NZYMB DC Equity,O2D GY Equity,OCDO LN Equity,OERL SE Equity,OMU LN Equity,OMV AV Equity,OR FP Equity,ORA FP Equity,ORK NO Equity,ORNBV FH Equity,ORP FP Equity,ORSTED DC Equity,OSR GY Equity,PAH3 GY Equity,PARG SE Equity,PGHN SE Equity,PHIA NA Equity,PHNX LN Equity,PIRC IM Equity,PLUS LN Equity,PNDORA DC Equity,PNN LN Equity,POLY LN Equity,POM FP Equity,PPB ID Equity,PPB LN Equity,PROX BB Equity,PRSM LN Equity,PRU LN Equity,PRY IM Equity,PSM GY Equity,PSN LN Equity,PSON LN Equity,PSPN SE Equity,PST IM Equity,PTEC LN Equity,PUB FP Equity,QIA GY Equity,QLT LN Equity,RACE IM Equity,RAND NA Equity,RB/ LN Equity,RBI AV Equity,RBREW DC Equity,RBS LN Equity,RCO FP Equity,RDSA LN Equity,RDSA NA Equity,RDSB LN Equity,REC IM Equity,REE SQ Equity,REL LN Equity,REN NA Equity,REP SQ Equity,RF FP Equity,RHIM LN Equity,RHM GY Equity,RI FP Equity,RIO LN Equity,RMG LN Equity,RMS FP Equity,RMV LN Equity,RNO FP Equity,ROCKB DC Equity,ROG SE Equity,ROR LN Equity,RPC LN Equity,RR/ LN Equity,RRS LN Equity,RRTL GY Equity,RSA LN Equity,RTO LN Equity,RUI FP Equity,RUKM150 Index,RWE GY Equity,RXL FP Equity,RYA ID Equity,SAABB SS Equity,SAB SM Equity,SAB SQ Equity,SAF FP Equity,SAMPO FH Equity,SAN FP Equity,SAN SM Equity,SAN SQ Equity,SAND SS Equity,SAP GY Equity,SBMO NA Equity,SBRY LN Equity,SCAB SS Equity,SCHA NO Equity,SCHP SE Equity,SCMN SE Equity,SCR FP Equity,SDF GY Equity,SDR LN Equity,SDRC LN Equity,SEBA SS Equity,SECUB SS Equity,SESG FP Equity,SEV FP Equity,SGE LN Equity,SGO FP Equity,SGRE SQ Equity,SGRO LN Equity,SGSN SE Equity,SHA GY Equity,SHBA SS Equity,SHL GY Equity,SHP LN Equity,SIE GY Equity,SIGB LN Equity,SIGC LN Equity,SIKA SE Equity,SIM DC Equity,SK FP Equity,SKAB SS Equity,SKFB SS Equity,SKG ID Equity,SKG LN Equity,SKY LN Equity,SLA LN Equity,SLHN SE Equity,SMDS LN Equity,SMIN LN Equity,SMS LN Equity,SMT LN Equity,SMWH LN Equity,SN/ LN Equity,SOBI SS Equity,SOLB BB Equity,SOON SE Equity,SOP FP Equity,SOW GY Equity,SOX Index,SPIE FP Equity,SPM IM Equity,SPR GY Equity,SPSN SE Equity,SPX LN Equity,SRCG SE Equity,SREN SE Equity,SRG IM Equity,SRT3 GY Equity,SSE LN Equity,SSPG LN Equity,STAN LN Equity,STB NO Equity,STERV FH Equity,STJ LN Equity,STM IM Equity,STMN SE Equity,SU FP Equity,SUBC NO Equity,SVT LN Equity,SW FP Equity,SWEDA SS Equity,SWMA SS Equity,SX3E Index,SX3P Index,SX4E Index,SX5E Index,SX6E Index,SX7E Index,SX86E Index,SXAP Index,SXDP Index,SXIE Index,SXIP Index,SXKP Index,SXMP Index,SXNP Index,SXOP Index,SXQE Index,SXS LN Equity,SY1 GY Equity,SYDB DC Equity,TATE LN Equity,TCAP LN Equity,TECN SE Equity,TEF SQ Equity,TEG GY Equity,TEL NO Equity,TEL2B SS Equity,TELIA SS Equity,TEMN SE Equity,TEMN SW Equity,TEN IM Equity,TEP FP Equity,TGS NO Equity,TIT IM Equity,TITR IM Equity,TKA GY Equity,TLW LN Equity,TMO LN Equity,TNET BB Equity,TPK LN Equity,TPZ SM Equity,TRELB SS Equity,TRN IM Equity,TRYG DC Equity,TSCO LN Equity,TUI LN Equity,TW/ LN Equity,UBI FP Equity,UBI IM Equity,UBSG SE Equity,UCB BB Equity,UCG IM Equity,UDG LN Equity,UG FP Equity,UHR SE Equity,UHR SW Equity,UKX Index,ULVR LN Equity,UMI BB Equity,UN01 GY Equity,UNA NA Equity,UPM FH Equity,URW NA Equity,UTDI GY Equity,UU/ LN Equity,VACN SE Equity,VCT LN Equity,VIE FP Equity,VIFN SE Equity,VIS SQ Equity,VIV FP Equity,VNA GY Equity,VOD LN Equity,VOE AV Equity,VOLVB SS Equity,VOW3 GY Equity,VPK NA Equity,VWS DC Equity,WAF GY Equity,WCH GY Equity,WDH DC Equity,WDI GY Equity,WEIR LN Equity,WG/ LN Equity,WIE AV Equity,WKL NA Equity,WMH LN Equity,WPP LN Equity,WRT1V FH Equity,WTB LN Equity,YAR NO Equity,ZAL GY Equity,ZURN SE Equity
2016-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11,548962,4896809,8354425,467696,6648999,603722,944737,1651066,1362807,6030747,67805,671559,2041829,1281779,1281779,438577,42370,555536,233991,3499503,902879,12593,10829586,607683,2370815,900954,1184,2919840,211043,353061,614228,862901,629267,310018,1437213,4373,128870,177015,476017,542782,35026,137299,2291301,613335,476818,153657,156024,1177956,95162,1449214,6504,1755501,1423373,30501,1530305,253995,11740840,12757076,35000,2750885,0,7663309,700886,650883,650883,385379,143077,16583029,65192874,6582,2832454,2403957,1922064,70073,1728331,180729473,180729473,2009237,38114095,9387713,244599,454060,892997,0,364079,67980,82879,3477795,1975821,6146593,3491260,3491260,7778205,7128599,2116511,110082,1858795,2823505,3480966,248718,630366,567130,2005743,2230310,359294,30236692,10125044,5266414,17418242,1211786,8594,643593,731946,694883,2323521,13765424,13765424,96266648,557575,2231364,241608,822366,396551,12175671,478888,432370,60297,625680,471302,2097463,194105,142139,1696450,1365966,1269512,49952,11521131,5192732,351223,401419,29545,5175050,31429,509407,270616,239679,400176,83268,4508871,2650155,1014272,513598,1506601,3258429,5040410,13358160,13358160,399775,0,5090278,3635888,2023942,80795480,530274,13567492,8869273,149520,250766,1453904,8167596,0,85686,4816255,601402,478595,0,3312161,9173,101338,176933,2745745,92877,837269,411293,309700,5165650,208574,201879,597166,833030,557670,685432,2572745,10246203,449629,726477,839803,1542440,56409,379174,21897,649699,7339500,14827,674072,25739457,2128660,2128660,4777069,15920815,71733,885995,6720791,0,4069547,11244,5106803,0,0,1076299,731464,1031692,352486,1840273,3416648,372941152,120215544,29082828,35665450,58971680,1117494,1373702,23764118,21442,1685220,566741,218308,27763,9786,155492,428226,347513,2201511,4800097,145826,789494,132062,919445,1662603,0,905191616,8377849,337784,47898,1009783,932864,145213,109015,298814,1263752,529495,71152,4717533,24581,415136,291129,4085219,79240927,62559,0,145326,471997,2039216,546697,8431087,255907,1115481,105228,6317267,596303,441764,64247,22899,75154,347988,389394,808715,197800,454345,2542012,3510302,109811,322252,101380,482246,24683012,462066,340832,200725,729035,2554979,10305422,47050500,447501440,1107667,259162,69936,1007582,5983693,0,530193,0,645581,1998484,64047,2239840,113698,836445,1064183,85881,1847414,1796483,181173,20499446,3049815,1851393,2035243,168433,1067196,208209394,454749,354107,29979538,3565913,3565913,4584948,183648,2831740,471080,806660,1136106,200030,2541459,1178413,139929,273700,135844,12416536,347526,545445,509017,4492237,593608,162517,170133,8521695,786797,544929,4187885,4490681,2770369,117514,27191056,4365157,348467,2074339,490712,185452,0,233,236754833,934824,133382,66869,547096,663956,245225,78894,537804,866934,320481,25426,132161,7132925,7132925,5184078,947929,469958,326545600,15252256,1033852,1331747,490899,60089,992371,1663376,8733399,407135,462680,1068676,793285,3803089,76314,435875,1895049,1895049,7168411,8226352,8109619,104190,120112,528274,123736,5901325,156311456,5239493,505991,5016618,5857343,389754,63952,145415,1275852,13645955,3289918,1809566,517131,1603269,1407659,73756,820852,310056,2499241,1852675,686008,0,237486,340748,4269730,1110138,192634,90475,169115,164678,619470,112838,41699,2706368,595700,0,692309,513494,1178395,1159993,155386,81570,81487,475342,21083,6125998,966357,776132,4401814,2229276,59224,2138767,1115016,625868,425711,0,674869,1798708,879834,547601,57380,29456928,57975,5324382,9318757,5559085,375384,1636460,3787493,2043995,5067235,116605,0,127069,416923,4316417,2581350,45890,412523,942006,18217,917392,2635050,1755545,6244219,488432,146372,1582815,4459625,189320,267112670,3651228,1424742,1033756,239480,24630244,24630244,672032,545671,1747370,53329697,53329697,3708964,1949794,1003743,8750417,849055,153942,87038,93137,359933,1608788,400532,60946,5972819,765852,759616,670290,3051297,2447785,5241332,1837482,16015,543824,3252041,0,1513364,2256912,134608,0,225480,37999,46035,1109524,2330975,685190,254519,3214558,5324748,181337,2039920,1464424,119782,3141479,309374,5572063,872608,278897,146336,23208,115685,35338860,97324,10996430,166075,147309,119060,152657,986527,11571437,54839,3615514,474431,7426101,2110458,2519062,2916413,2899118,25491,2267969,1400355,773361,212697,2038340,536775,6146062,32249443,12323578,846657024,134123853,1575826048,7283529,45584420,38466754,56485437,129937879,183284158,81147284,168011728,19681610,9920060,192777,193293,150168,3358838,358698,18368,15970679,306773,1450549,2104642,6057037,216244,216244,4043123,62684,266672,69225596,32396829,3687711,7480394,570,114122,2789982,51129,467703,5872509,383155,25067589,1587453,46538566,160553,12703667,13080882,200624,30114825,651129,4830361,218983,218983,977232896,2019510,532260,0,3483964,1310932,331729,352894,1528260,33198,335506,1335005,173170,111692,3952926,919338,38597987,307120,5779672,1286873,289357,722925,6829,74211,365793,330412,1203796,1063108,238470,861542,3122727,3161996,712104,616377,484670,366260,444326
2016-07-12,349747,9914119,10630591,289613,5244482,968320,1207412,2154635,1001142,8432199,77616,1023964,4602495,1865046,1865046,498591,39663,611123,1686797,3015735,622518,303,13062905,737658,1341835,814186,716,2989003,153197,593319,484368,1061777,762355,403852,1770593,5072,176335,129075,333276,975511,75338,168977,2669783,7929,296631,126624,129024,1018257,198175,2099191,2000,1816579,1936609,43095,2674300,324376,12488384,16716243,27808,3421408,0,7184231,926215,715974,715974,388315,227194,23586643,74784046,7885,2252336,3427220,2098624,47184,2320855,42404533,42404533,1382636,33606132,8771201,431448,222290,1022260,0,374145,124662,69683,3002525,1950522,9221766,2798697,2798697,12675255,9596882,1967131,567196,2946321,1886710,6165514,256473,722597,520512,1689543,2729903,397743,40622368,9642129,3906835,19286147,752185,15898,670452,652050,572799,3405065,19277113,19277113,133052000,573691,2652742,265144,581477,332742,14351785,513342,620583,89348,273198,545049,1964649,436821,201376,1236439,1019784,1126235,37938,16605943,3435193,461446,572404,774384,4562579,42295,707118,276273,247712,533341,74561,4497464,2978794,1977046,293295,1034757,2442512,11259360,25139860,25139860,341965,0,2029635,7153151,2073363,101659024,465958,21556144,4692112,166347,230792,1481432,6652079,0,72171,4960914,529733,757820,0,15512462,10746,185013,146657,2820283,95579,667811,428121,259781,9442806,390484,181803,857073,1334949,937259,720499,2596063,9122512,419475,867143,1205957,2049157,150844,320872,105868,700419,8277067,14921,801306,38470130,1315594,1315594,3930064,18303138,173965,726557,7791037,0,2740283,16788,5241310,0,0,1392461,530817,3884338,430357,2034620,2473458,483244480,129958248,41471637,42963608,63584200,714740,35821264,23638230,5675,1813660,601353,353765,20966,8000,331980,452652,492390,1505721,6094213,97724,818533,131685,1423902,1464091,0,1295694848,12440431,318401,14825,1287861,542394,105852,99443,342823,1573986,486049,45846,4764990,21066,411960,399953,5676984,84365184,43197,0,179301,401030,2023019,993235,9635796,189368,1551787,70205,4008609,568035,386906,83839,17208,83941,427738,314195,751518,193648,624364,2276178,3482824,111751,339136,70810,446709,36514463,480331,367158,121803,2657959,3280490,11949875,22827692,536310592,1006285,271611,60947,1025094,6080040,0,416391,0,758386,2129863,79772,1814778,40457,787279,1304431,99268,2051866,1867270,192288,22832297,5152146,1550155,2609186,105887,1475901,307248423,317358,395920,18441917,3535676,3535676,5316847,189214,3865785,500400,896751,1313271,278120,1693133,1501451,157259,285009,119439,12062699,342352,340746,567307,6378400,934112,138410,164247,7660782,740407,370966,4583760,10929770,3357023,149921,21777548,5273290,384339,1767395,508094,285378,0,247,327385681,1016382,123868,114112,479644,847555,329155,90954,508132,1460352,278983,23403,89754,11793535,11793535,9474344,1072101,397233,335276448,16036469,1634554,1137958,649336,51315,1813961,1235500,13267600,618746,265464,1595655,818852,2025060,138363,512969,1854280,1854280,5100923,7388861,13911648,123538,133627,587278,130669,7172635,167387056,5318462,718580,6818111,8124576,337642,59173,725063,1549613,13958921,4045508,2093376,558803,1652256,2282486,65436,689416,289288,2945866,1903558,1107422,0,316116,506322,6108915,1217409,215372,61819,171832,249686,773249,91649,44119,2418384,567924,0,492868,396332,1122279,925594,275047,114855,106472,417206,120669,8046944,1012907,1100324,3552215,3484166,73556,4079578,454867,480012,307722,0,589415,1763494,1346212,986534,29628,26386885,71050,6484977,9128439,6479130,556974,1292325,4484571,1940516,11427385,73135,0,151841,483918,5026317,2435964,90014,390954,1250834,13217,1047856,4264787,1474032,7141626,678236,189872,1891244,4601841,187428,262002947,3291166,1327476,1526068,142080,35055450,35055450,827719,907916,2328586,226611698,226611698,5299548,2072374,968041,9587797,896992,111452,82659,100357,367084,1109403,589105,51094,7491707,931142,1663518,966487,2825239,2078169,2284454,3127180,16642,773936,5090757,0,3432816,1941818,0,0,204360,46004,56160,970403,2409687,810483,323715,3189470,7076213,183512,2250550,2457690,102626,2091567,308736,2414636,543384,226820,228524,49365,190326,40139744,113691,12649348,184567,109764,129356,118322,1136348,11587553,56463,3333326,825646,10426477,1940623,2228488,2190026,2984757,15700,1532221,2382207,709975,198003,2425538,569972,5965351,29718911,10428396,1079096192,128199444,1871431168,8022221,55433712,41972239,78564079,156586762,275843644,71821571,172773552,19434843,12464343,263959,218892,132269,3473647,495851,10114,27468342,671435,1933575,2170380,12942767,201380,201380,5057673,56903,389924,101118140,33061362,3000738,7060857,7813,81589,1751334,48321,443571,8340879,967194,27153278,1003285,65386714,238457,22868568,16481329,258063,42229514,592429,8589493,250393,250393,1179249792,3445789,441748,0,4763857,1666554,329947,347410,1454940,46521,362773,1641862,135340,157124,3949242,1285709,73039667,297700,4556808,1422211,290049,802778,16359,62327,331400,378753,1691845,725295,374529,1125110,3060040,3173157,883791,818179,638918,773466,608069
