date,ABC,AC,DH,GJ,IB,JR,MC
2017-01-30,-0.000344272201451515,0.00020482772103304,-6.76513410986431e-05,0.000738750423109539,-2.82968523182661e-05,-0.000164606981051467,5.69768057775413e-05
2017-01-31,-0.000279720177849958,8.94405308988271e-07,-0.000123809909581466,-0.000636512611633223,8.45867274628574e-07,-0.000355316689881833,-0.000309758417756156
2017-02-01,2.32253678701805e-05,0.000337130737591164,6.07901373649541e-05,-0.000350830279301083,-0.000132717250239179,0.000838312873392961,-5.00265874871137e-05
2017-02-02,6.23572169423106e-05,-1.3890793998774e-05,0.000386323039669674,0.00103987351543271,0.000105351558281228,-0.000338288193858958,-0.000223858917544547
2017-02-03,-0.000379413860243267,-0.000113354516558366,0.000489134344525676,-0.000778050155956179,-7.8698303322918e-06,0.00013692503628834,-0.000316099999159636
2017-02-04,0,0,0,0,0,0,0
2017-02-05,0,0,0,0,0,0,0
2017-02-06,0.000208742497492844,-5.00029831435677e-05,-0.000145646372969822,-0.000204271831123176,3.95766885741367e-05,-0.000560490167803714,0.000303296580013178
2017-02-07,0.000237205677500499,0.000216121060601068,0.000165376560009526,-0.000297301795485938,-7.91964310495474e-06,-0.000318958337279643,-1.64479512119493e-05
2017-02-08,8.42990805777389e-05,0.000274166398028744,0.000198059347603187,-0.000433939665121307,-6.21793184899094e-05,-0.000399544626522316,-0.000608687155621812
2017-02-09,-0.000125539410206544,-0.00029453362233903,0.000874869442384633,0.00185951995305731,-1.57473752275893e-05,0.000618261807857163,3.03067255798801e-05
2017-02-10,0.000136048187180841,-0.000210658990904307,0.000224643951704399,0.000233683028475159,-6.16871567063325e-05,-0.000709298630797706,-7.33601245604197e-05
2017-02-11,0,0,0,0,0,0,0
2017-02-12,0,0,0,0,0,0,0
2017-02-13,-9.90565290150239e-05,-2.14644590823008e-05,-0.000353036309308293,0.000174072181511079,4.77343956470066e-06,0.000239221872986482,-7.96107152662452e-06
