ABC1,ABC11,ABC23,ABC24,ABC27,ABC28,ABC29,ABC32,ABC33,ABC34,ABC35,ABC36,ABC37,ABC38,ABC5,ABC6,ABC7,ABC8,ABC9,AC101,AC102,AC104,AC106,AC107,AC108,AC109,AC110,AC111,AC53,AC57,AC67,AC71,AC94,AC95,AC96,AC98,AC99,DH16,DH32,DH38,DH42,DH48,DH51,DH52,DH56,DH58,DH59,DH61,GJ13,GJ15,GJ16,GJ17,GJ18,GJ19,GJ22,GJ4,GJ7,GJ9,IB113,JR10,JR14,JR15,JR16,JR17,JR18,JR22,JR28,JR32,JR33,JR5,MC110,MC114,MC122,MC127,MC129,MC130,MC132,MC133,MC138,MC140,MC142,MC143,MC145,MC146,MC148,MC149,MC53,MC79,MC89
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89624099989827e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79685175089149e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56055203058684e-06,0,0
7.855978523159e-06,1.0677798926516e-05,1.10831643028881e-05,9.57572956634602e-07,1.69811889912919e-05,1.14082008605918e-06,1.84592191696257e-05,2.57923485951017e-05,1.08992671457754e-05,-5.8760733183805e-06,-1.15158908472768e-07,1.33299712724251e-05,7.49766443905819e-06,8.21466284685172e-06,-6.37541766408576e-06,5.81888008017656e-06,3.12568892364093e-05,1.0126380539177e-05,3.17002347155316e-06,2.563338245638e-05,4.32709587133071e-06,1.33441160845645e-05,3.46711479010017e-06,1.41411887354648e-05,5.71145114128057e-06,2.5095541159161e-06,4.80788430147856e-06,5.01115676291326e-06,5.84477329882202e-06,2.07093929684749e-06,1.58448021352359e-05,8.3045274298266e-07,4.33255268638206e-06,4.37289744873324e-05,2.01028836400741e-05,2.60192632804185e-05,-5.2132624366248e-06,5.11463646047647e-06,3.97790903344426e-06,-7.35914923917766e-07,1.24386981657303e-05,2.29129932095938e-05,2.30018164244583e-05,4.49748030629163e-05,7.72286703989819e-06,1.81448545896373e-05,1.75801285550672e-05,3.00090865690689e-06,1.47069332985876e-05,1.15953536741587e-05,0,3.90720666965156e-05,3.69120168623896e-05,2.86716304238645e-05,5.53862136436552e-05,0,5.07485158914717e-05,2.08401854608884e-05,0,1.80751700715006e-05,4.25741338914345e-07,8.33624868376887e-06,-9.4156504814503e-08,4.36360584755476e-06,4.20682800904893e-06,-7.85198582263695e-07,7.15477834337937e-06,-1.80959891515414e-06,-1.66146031788855e-06,-1.35589413680045e-06,1.38048551445404e-05,7.09244128465451e-07,4.88210323889385e-07,1.70146499384387e-05,8.94918755047876e-06,6.22964676207598e-06,1.01007441327487e-05,-1.29071051752019e-05,4.72046822326986e-06,2.37136759461741e-06,2.23919361477648e-06,6.10576119291395e-06,2.13558745038477e-05,1.85620154138018e-05,1.66636641783925e-06,5.25546331780073e-06,2.17084129045503e-06,2.03423603056107e-05,1.28182032141481e-06
