date,ABC,AC,DH,GJ,IB,JR,MC
SK FP Equity,0,0,0,0,0,0,0
SKAB SS Equity,0,0,0,0,0,0,0
SKFB SS Equity,0,0,0,0,0,0,0
SKG ID Equity,0,0,0,0,0,0,0
SKG LN Equity,0,0,0,0,0,0,0
SKY LN Equity,0,0,0,0,0,0,0
SLA LN Equity,0,0,0,0,0,0.0102171081990979,0
SLHN SE Equity,0,0,0,0,0,0,0
SMDS LN Equity,0,0,0,0,0,0,0
SMIN LN Equity,0,-0.00374502114483401,0,0,0,0,0
SMS LN Equity,0,0,0,0,0,0,0.0023154063772514
SMT LN Equity,0,0,0,0,0,0,0
SMWH LN Equity,0,0,0,0,0,0,0
SN/ LN Equity,0,0,0,0,0,0,0
SOBI SS Equity,0,0,0,0,0,0,0
SOLB BB Equity,0,0,0,0,0,0,0
SOON SE Equity,0,0,0,0,0,0,0
SOP FP Equity,0,0,0,0,0,0,0
SOW GY Equity,0,0,0,0,0,0,0
SOX Index,0,0,0,-0.0062397522606273,0,0,0
SPIE FP Equity,0,0,0.00232421114824907,0,0,0,0
SPM IM Equity,0,0,0,0,0,0,0
SPR GY Equity,0,0,0,0,0,0,0
SPSN SE Equity,0,0,0,0,0,0,0
SPX LN Equity,0,0,0,0,0,0,0
SRCG SE Equity,0,0,0,0,0,0,0
SREN SE Equity,0,0,0,0,0,0,0
SRG IM Equity,0,0,0,0,0,0,0
SRT3 GY Equity,0,0,0,0,0,0,0
SSE LN Equity,0,0,0,0,0,0,0
SSPG LN Equity,0,0,0,0,0,0,0.00491894059445286
STAN LN Equity,0,0,0,0,0,0,0
STB NO Equity,0,0,0,0,0,0,0
STERV FH Equity,0,0,0,0,0,0,0
STJ LN Equity,0,0,0,0,0,0,0
STM IM Equity,0,0,0,0,0,0,0
STMN SE Equity,0,0,0,0,0,0,0
SU FP Equity,0,0,0,0,0,0,0
SUBC NO Equity,0.00275697328723196,0,0,0,0,0,0
SVT LN Equity,0,0,0,0,0,0,0
SW FP Equity,0,0,0,0,0,0,0
SWEDA SS Equity,0,0,0,0,0,-0.0040587337144774,0
SWMA SS Equity,0,0,0,0,0,0,0
SX3E Index,0,0,-0.00411889486118336,0,0,0,0
SX3P Index,0,0,-0.00130649268667655,0,0,0,0
SX4E Index,-0.0039585433271064,0,0,0,0,0,0
SX5E Index,-0.00988121895840511,0,-0.00239108213862281,-0.000921862993203976,0,-0.00931945869692144,0
SX6E Index,0.00505014249141297,0,0,0,0,0,0
SX7E Index,-0.00505499960797937,0,-0.00323476752994094,0,0,0,0
SX86E Index,0,0,0,0,0,-0.00600911087121347,0
SXAP Index,-0.00626157206244544,0,-0.00585294650785178,0,0,0,-0.0037685387412866
SXDP Index,-0.000512245976982061,0,-0.00359855855190143,0,0,0,0
SXIE Index,-0.00334827347935959,0,0,0,0,0,0
SXIP Index,0,0,0,0,0,-0.00714580329985445,0
SXKP Index,0,-0.00150929990676435,0,0,0,0,0
SXMP Index,0,0,0,-0.0165692071042149,0,0,0
SXNP Index,-0.00303139868251058,0,-0.0100170885353183,0,0,0,-0.00565861087401974
SXOP Index,-0.00608281508544805,0,0,0,0,0,0
SXQE Index,-0.00486694804419348,0,0,-0.0247520742550918,0,0,0
SXS LN Equity,0,0,0,0,0,0,0
SY1 GY Equity,0,0,0,0,0,0,0
SYDB DC Equity,0,0,0,0,0,0,0
TATE LN Equity,0,0,0,0,0,0,0
TCAP LN Equity,0,0,0,0,0,0.00686768151112429,0
TECN SE Equity,0,0,0,0,0,0,0
TEF SQ Equity,0,0,0,0,0,0,0
TEG GY Equity,0,0,0,0,0,0,0
TEL NO Equity,0,0,0,0,0,0,0
TEL2B SS Equity,0,0,0,0,0,0,0
TELIA SS Equity,0,0,0,0,0,0,0
TEMN SE Equity,0,0,0,0,0,0,0
TEMN SW Equity,0,0,0,-0.00299192884047989,0,0,0
TEN IM Equity,0,0,0.0108560918930333,0,0,0,0
TEP FP Equity,0,0,0,0,0,0,0
TGS NO Equity,0,0,0,0,0,0,0
TIT IM Equity,0,0,0,0,0,0,0
TITR IM Equity,0,0,0,0.00212534250480461,0,0,0
TKA GY Equity,0,0,0,0,0,0,0
TLW LN Equity,0,0,0,0,0,0,0
TMO LN Equity,0,0,0,0,0,0,0.00325289002616227
TNET BB Equity,0,0,0,0,0,0,0
TPK LN Equity,0,0,0,0,0,0,0
TPZ SM Equity,0,0,0.00249899957548223,0,0,0,0
TRELB SS Equity,0,0,0,0,0,0,0
TRN IM Equity,0,0,0,0,0,0,0
TRYG DC Equity,0,0,0,0,0,0,0
TSCO LN Equity,0,0,0,0,0,0,0.0117005373558027
TUI LN Equity,0,0,0,0,0,0,0
TW/ LN Equity,0,0,0,0,0,0,-0.00493137639685817
UBI FP Equity,0,0,0,0,0,0,0
UBI IM Equity,0,0,0,0,0,0,0
UBSG SE Equity,0,0,0,0,0,0,0
UCB BB Equity,0,0,0,0,0,0,0
UCG IM Equity,0,0,0,0,0,0,0
UDG LN Equity,0,0,0,0,0,0,0
UG FP Equity,0,0,0,0,0,0,0
UHR SE Equity,0,0,0,0,0,0,0
UHR SW Equity,-0.00141729979252491,0,0,0,0,0,0
UKX Index,-0.01382551422282,-0.0173453957966088,0,0,0,-0.0335295935482564,-0.00968874618764551
ULVR LN Equity,0,0,0,0,0,0,0
UMI BB Equity,0,0,0,0,0,0,0
UN01 GY Equity,0,0,0,0,0,0,0
UNA NA Equity,0,0,0,0,0,0,0
UPM FH Equity,0,0,0,0,0,0,0
URW NA Equity,0,-0.0018346087923121,0,0,0,0,0
UTDI GY Equity,0,0,0,0,0,0,0
UU/ LN Equity,0,0,0,0,0,0,0
VACN SE Equity,0,0,0,0,0,0,0
VCT LN Equity,0,0,0,0,0,0,0
VIE FP Equity,0,0,0,0,0,0,0
VIFN SE Equity,0,0,0,0,0,0,0
VIS SQ Equity,0,0,0,0,0,0,0
VIV FP Equity,0,0,0,0.01500144178505,0,0,0
VNA GY Equity,0,0,0,0,0,0,0
VOD LN Equity,0,0.00579354746817152,0,0,0,0,0
VOE AV Equity,0,0,0,0,0,0,0
VOLVB SS Equity,0,0,0,0,0,0,0
VOW3 GY Equity,0.00660510058031544,0,0,0,0,0,0
VPK NA Equity,0,0,0,0,0,0,0
VWS DC Equity,0,0,0,0,0,0,0
WAF GY Equity,0,0,0,0.0140279542975695,0,0,0
WCH GY Equity,0,0,0,0,0,0,0
WDH DC Equity,0,0,0,0,0,0,0
WDI GY Equity,0,0,0,0,0,0,0
WEIR LN Equity,0,0,0,0,0,0,0
WG/ LN Equity,0,0,0,0,0,0,0
WIE AV Equity,0,0,0,0,0,0,0
WKL NA Equity,0,0,0,0,0,0,0
WMH LN Equity,0,0,0,0,0,0,0
WPP LN Equity,0,0,0,0,0,0,0
WRT1V FH Equity,0,0,0,0,0,0,0
WTB LN Equity,0,0,0,0,0,0,0
YAR NO Equity,0,0,0,0,0,0,0
ZAL GY Equity,-0.000994707069012243,0,0,0,0,0,0
ZURN SE Equity,0,0,0,0,0,0,0
