date,V1,V2,V3,V4,V5,V6,V7
2016-07-04,0.000473233121548882,0.00121783474176604,0.000860822504681525,0.00118582618104383,0.00123002572869531,0.00143502138072982,0.000933376743591772
2016-07-05,-0.0029593309448801,-0.00326577558352818,-0.00310053808477224,-0.00314217404596129,-0.00355911603585353,-0.00110612716154814,-0.0040860198713515
2016-07-06,0.0019321808549413,0.00220462156000441,0.00296748760875241,0.00219997990158927,0.00232130466759976,0.00362167585849159,-0.00136715640638027
2016-07-07,-0.00180173392774476,-0.00135563366223785,-0.0013650193851983,-0.00120880239033235,-0.00201869088128583,-0.00262461332738328,-0.00085664728465082
2016-07-08,0.00312178913764727,0.00231455512676132,0.00215289406817447,0.00314614100447806,0.00305194756641684,-0.000130274089058914,0.00338074023762103
2016-07-09,0,0,0,0,0,0,0
2016-07-10,0,0,0,0,0,0,0
2016-07-11,0.00151410291005321,0.00184720874897119,0.00154564937062711,0.0016223840547083,0.00165845095304268,0.000910598217581015,0.00109617045828
2016-07-12,0.00224118237007355,0.00250927243285161,0.00193680544841662,0.00287877020292548,0.00226851943290416,-0.000393728797875285,0.00174164976473026
2016-07-13,0.00264316518578862,0.00247351040331464,0.00171102206667046,0.00222081651901395,0.00235001186616333,0.00192732024152688,0.00222194991793745
2016-07-14,0.00177342039691792,0.00237727754439791,0.00222131746607697,0.00133337036092886,0.0022780944459433,0.000860889856475159,0.00215464870917641
2016-07-15,-0.000886091261404278,-0.00129111993873995,-0.0012619818227054,-0.00077903412145619,-0.00116234343823981,-0.000590350976198443,-0.00109390015308872
2016-07-16,0,0,0,0,0,0,0
2016-07-17,0,0,0,0,0,0,0
2016-07-18,0.000136794536220707,0.000724109666331388,0.000324564359656867,0.000629570612262845,0.00024913301482071,-0.000543617523441419,0.000583977908003945
2016-07-19,0.00173041977544333,0.00142223664293965,0.00191280072974694,0.00129118863019399,0.00188701019949941,0.00163686737827553,0.00107184995697959
2016-07-20,0.00142320923448229,0.00144025419750845,0.00187320719417288,0.000718309282916183,0.00164791278283119,0.00102107179964523,0.00203117979705852
