date,time,bar,moves,edge,open,close,day
2018-06-26,05:48:00,1,0,0,0,0,0
2018-06-26,05:58:00,2,1,0,0,0,0
2018-06-26,06:08:00,3,1,0,0,0,0
2018-06-26,06:18:00,4,1,0,0,0,0
2018-06-26,06:28:00,5,1,0,0,0,0
2018-06-26,06:38:00,6,1,0,0,0,0
2018-06-26,06:48:00,7,1,0,0,0,0
2018-06-26,06:58:00,8,1,0,0,0,0
2018-06-26,07:08:00,9,1.5,0,0,0,0
2018-06-26,07:18:00,10,334.5,1,1,0,1
2018-06-26,07:28:00,11,655.5,0,1,0,1
2018-06-26,07:38:00,12,640.5,0,1,0,1
2018-06-26,07:48:00,13,638,0,1,0,1
2018-06-26,07:58:00,14,648.5,0,1,0,1
2018-06-26,08:08:00,15,643,0,1,0,1
2018-06-26,08:18:00,16,622.5,0,1,0,1
2018-06-26,08:28:00,17,611,0,1,0,1
2018-06-26,08:38:00,18,611.5,0,1,0,1
2018-06-26,08:48:00,19,612.5,0,1,0,1
2018-06-26,08:58:00,20,611,0,1,0,1
2018-06-26,09:08:00,21,621.5,0,1,0,1
2018-06-26,09:18:00,22,622.5,0,1,0,1
2018-06-26,09:28:00,23,618,0,1,0,1
2018-06-26,09:38:00,24,627.5,0,1,0,1
2018-06-26,09:48:00,25,614.5,0,1,0,1
2018-06-26,09:58:00,26,593.5,0,1,0,1
2018-06-26,10:08:00,27,607,0,1,0,1
2018-06-26,10:18:00,28,622.5,0,1,0,1
2018-06-26,10:28:00,29,620.5,0,1,0,1
2018-06-26,10:38:00,30,617.5,0,1,0,1
2018-06-26,10:48:00,31,631.5,0,1,0,1
2018-06-26,10:58:00,32,627,0,1,0,1
2018-06-26,11:08:00,33,608.5,0,1,0,1
2018-06-26,11:18:00,34,608,0,1,0,1
2018-06-26,11:28:00,35,594,0,1,0,1
2018-06-26,11:38:00,36,589,0,1,0,1
2018-06-26,11:48:00,37,595.5,0,1,0,1
2018-06-26,11:58:00,38,588,0,1,0,1
2018-06-26,12:08:00,39,592,0,1,0,1
2018-06-26,12:18:00,40,598,0,1,0,1
2018-06-26,12:28:00,41,599.5,0,1,0,1
2018-06-26,12:38:00,42,593,0,1,0,1
2018-06-26,12:48:00,43,584.5,0,1,0,1
2018-06-26,12:58:00,44,588,0,1,0,1
2018-06-26,13:08:00,45,590.5,0,1,0,1
2018-06-26,13:18:00,46,597.5,0,1,0,1
2018-06-26,13:28:00,47,597,0,1,0,1
2018-06-26,13:38:00,48,616.5,0,1,0,1
2018-06-26,13:48:00,49,648,0,1,0,1
2018-06-26,13:58:00,50,645.5,0,1,0,1
2018-06-26,14:08:00,51,632.5,0,1,0,1
2018-06-26,14:18:00,52,656.5,0,1,0,1
2018-06-26,14:28:00,53,666,0,1,0,1
2018-06-26,14:38:00,54,658,0,1,0,1
2018-06-26,14:48:00,55,658,0,1,0,1
2018-06-26,14:58:00,56,635.5,0,1,0,1
2018-06-26,15:08:00,57,614,0,1,0,1
2018-06-26,15:18:00,58,612,0,1,0,1
2018-06-26,15:28:00,59,599.5,0,1,0,1
2018-06-26,15:38:00,60,578.5,0,1,0,1
2018-06-26,15:48:00,61,303,0,1,0,1
2018-06-26,15:58:00,62,26,-1,1,1,0
2018-06-26,16:08:00,63,24,0,1,1,0
2018-06-26,16:18:00,64,23,0,1,1,0
2018-06-26,16:28:00,65,24.5,0,1,1,0
2018-06-26,16:38:00,66,23.5,0,1,1,0
2018-06-26,16:48:00,67,23,0,1,1,0
2018-06-26,16:58:00,68,23.5,0,1,1,0
2018-06-26,17:08:00,69,22,0,1,1,0
2018-06-26,17:18:00,70,22.5,0,1,1,0
2018-06-26,17:28:00,71,21.5,0,1,1,0
2018-06-26,17:38:00,72,20.5,0,1,1,0
2018-06-26,17:48:00,73,21.5,0,1,1,0
2018-06-26,17:58:00,74,21,0,1,1,0
2018-06-26,18:08:00,75,21.5,0,1,1,0
2018-06-26,18:18:00,76,22,0,1,1,0
2018-06-26,18:28:00,77,21.5,0,1,1,0
2018-06-26,18:38:00,78,22,0,1,1,0
2018-06-26,18:48:00,79,22.5,0,1,1,0
2018-06-26,18:58:00,80,22,0,1,1,0
2018-06-26,19:08:00,81,21.5,0,1,1,0
2018-06-26,19:18:00,82,21.5,0,1,1,0
2018-06-26,19:28:00,83,21.5,0,1,1,0
2018-06-26,19:38:00,84,22,0,1,1,0
2018-06-26,19:48:00,85,22.5,0,1,1,0
2018-06-26,19:58:00,86,22.5,0,1,1,0
2018-06-26,20:08:00,87,19.5,0,1,1,0
2018-06-26,20:18:00,88,9.5,0,1,1,0
2018-06-26,20:28:00,89,1.5,0,1,1,0
2018-06-26,20:38:00,90,1,0,1,1,0
2018-06-26,20:48:00,91,1,0,1,1,0
2018-06-26,20:58:00,92,1,0,1,1,0
2018-06-26,21:08:00,93,1,0,1,1,0
2018-06-26,21:18:00,94,1,0,1,1,0
2018-06-26,21:28:00,95,1,0,1,1,0
2018-06-26,21:38:00,96,0.5,0,1,1,0
2018-06-26,21:48:00,97,0,0,1,1,0
2018-06-26,21:58:00,98,0,0,1,1,0
2018-06-26,22:08:00,99,0,0,1,1,0
2018-06-26,22:18:00,100,0,0,1,1,0
2018-06-26,22:28:00,101,0,0,1,1,0
2018-06-26,22:38:00,102,0.5,0,1,1,0
2018-06-26,22:48:00,103,0.5,0,1,1,0
2018-06-26,22:58:00,104,0,0,1,1,0
2018-06-26,23:08:00,105,0,0,1,1,0
2018-06-26,23:18:00,106,0,0,1,1,0
2018-06-26,23:28:00,107,0,0,1,1,0
2018-06-26,23:38:00,108,0,0,1,1,0
2018-06-26,23:48:00,109,0.5,0,1,1,0
2018-06-26,23:58:00,110,1,0,1,1,0
2018-06-27,00:08:00,111,1,0,1,1,0
2018-06-27,00:18:00,112,1,0,1,1,0
2018-06-27,00:28:00,113,1,0,1,1,0
2018-06-27,00:38:00,114,1,0,1,1,0
2018-06-27,00:48:00,115,1,0,1,1,0
2018-06-27,00:58:00,116,1,0,1,1,0
2018-06-27,01:08:00,117,1,0,1,1,0
2018-06-27,01:18:00,118,1,0,1,1,0
2018-06-27,01:28:00,119,1,0,1,1,0
2018-06-27,01:38:00,120,1,0,1,1,0
2018-06-27,01:48:00,121,1,0,1,1,0
2018-06-27,01:58:00,122,1,0,1,1,0
2018-06-27,02:08:00,123,1,0,1,1,0
2018-06-27,02:18:00,124,1,0,1,1,0
2018-06-27,02:28:00,125,1,0,1,1,0
2018-06-27,02:38:00,126,1,0,1,1,0
2018-06-27,02:48:00,127,1,0,1,1,0
2018-06-27,02:58:00,128,1,0,1,1,0
2018-06-27,03:08:00,129,1,0,1,1,0
2018-06-27,03:18:00,130,1,0,1,1,0
2018-06-27,03:28:00,131,1,0,1,1,0
2018-06-27,03:38:00,132,1,0,1,1,0
2018-06-27,03:48:00,133,1,0,1,1,0
2018-06-27,03:58:00,134,1,0,1,1,0
2018-06-27,04:08:00,135,1,0,1,1,0
2018-06-27,04:18:00,136,1,0,1,1,0
2018-06-27,04:28:00,137,1,0,1,1,0
2018-06-27,04:38:00,138,1,0,1,1,0
2018-06-27,04:48:00,139,1,0,1,1,0
2018-06-27,04:58:00,140,1,0,1,1,0
2018-06-27,05:08:00,141,1,0,1,1,0
2018-06-27,05:18:00,142,1,0,1,1,0
2018-06-27,05:28:00,143,1,0,1,1,0
2018-06-27,05:38:00,144,1,0,1,1,0
2018-06-27,05:48:00,145,1,0,1,1,0
2018-06-27,05:58:00,146,1,0,1,1,0
2018-06-27,06:08:00,147,1,0,1,1,0
2018-06-27,06:18:00,148,1,0,1,1,0
2018-06-27,06:28:00,149,1,0,1,1,0
2018-06-27,06:38:00,150,1,0,1,1,0
2018-06-27,06:48:00,151,1,0,1,1,0
2018-06-27,06:58:00,152,343,1,2,1,2
2018-06-27,07:08:00,153,668.5,0,2,1,2
2018-06-27,07:18:00,154,656,0,2,1,2
2018-06-27,07:28:00,155,659.5,0,2,1,2
2018-06-27,07:38:00,156,666.5,0,2,1,2
2018-06-27,07:48:00,157,660.5,0,2,1,2
2018-06-27,07:58:00,158,634,0,2,1,2
2018-06-27,08:08:00,159,632,0,2,1,2
2018-06-27,08:18:00,160,651.5,0,2,1,2
2018-06-27,08:28:00,161,648.5,0,2,1,2
2018-06-27,08:38:00,162,631,0,2,1,2
2018-06-27,08:48:00,163,618,0,2,1,2
2018-06-27,08:58:00,164,618,0,2,1,2
2018-06-27,09:08:00,165,628,0,2,1,2
2018-06-27,09:18:00,166,630,0,2,1,2
2018-06-27,09:28:00,167,635.5,0,2,1,2
2018-06-27,09:38:00,168,643,0,2,1,2
2018-06-27,09:48:00,169,657.5,0,2,1,2
2018-06-27,09:58:00,170,653.5,0,2,1,2
2018-06-27,10:08:00,171,613.5,0,2,1,2
2018-06-27,10:18:00,172,604.5,0,2,1,2
2018-06-27,10:28:00,173,624,0,2,1,2
2018-06-27,10:38:00,174,614,0,2,1,2
2018-06-27,10:48:00,175,600,0,2,1,2
2018-06-27,10:58:00,176,613,0,2,1,2
2018-06-27,11:08:00,177,624,0,2,1,2
2018-06-27,11:18:00,178,608.5,0,2,1,2
2018-06-27,11:28:00,179,599,0,2,1,2
2018-06-27,11:38:00,180,646,0,2,1,2
2018-06-27,11:48:00,181,665.5,0,2,1,2
2018-06-27,11:58:00,182,646,0,2,1,2
2018-06-27,12:08:00,183,629.5,0,2,1,2
2018-06-27,12:18:00,184,625,0,2,1,2
2018-06-27,12:28:00,185,647.5,0,2,1,2
2018-06-27,12:38:00,186,651,0,2,1,2
