Manager,Ticker,Outright,LookThrough,Sector,SuperSector,Industry,Return,SuperSectorIndex,SuperSectorIndexReturn
ABC,PNL LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,-0.1257862,SXFP Index,0.905816
ABC,PNN LN Equity,0,-1,"Gas, Water & Multiutilities",Utilities,Utilities,1.033787,SX6P Index,1.683118
ABC,POLY LN Equity,0,-0.5,Mining,Basic Resources,Basic Materials,1.0863,SXPP Index,-0.653875
ABC,POM FP Equity,0,-0.6,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.2787068,SXAP Index,0.5500247
ABC,PPB ID Equity,0,-0.5,Travel & Leisure,Travel & Leisure,Consumer Services,1.425439,SXTP Index,0.6633038
ABC,PRU LN Equity,54.6,-3.1,Life Insurance,Insurance,Financials,1.446341,SXIP Index,1.062417
ABC,PRY IM Equity,0,-1.2,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,3.849951,SXNP Index,0.650126
ABC,PSH LN Equity,0,-0.7,Equity Investment Instruments,Financial Services,Financials,2.540835,SXFP Index,0.905816
ABC,PSM GR Equity,0,-0.8,Media,Media,Consumer Services,0.04649001,SXMP Index,0.5542246
ABC,PSN LN Equity,-12.6,-0.5,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.3618818,SXQP Index,1.072337
ABC,PSON LN Equity,0,-0.5,Media,Media,Consumer Services,1.407172,SXMP Index,0.5542246
ABC,PST IM Equity,0,-1.2,Life Insurance,Insurance,Financials,0.8635098,SXIP Index,1.062417
ABC,PTEC LN Equity,0,-0.6,Travel & Leisure,Travel & Leisure,Consumer Services,-0.1437815,SXTP Index,0.6633038
ABC,PUM GR Equity,0,-0.7,Personal Goods,Personal & Household Goods,Consumer Goods,1.748971,SXQP Index,1.072337
ABC,PZC LN Equity,0,-0.1,Personal Goods,Personal & Household Goods,Consumer Goods,-0.4460303,SXQP Index,1.072337
ABC,QLT LN Equity,0,-0.8,Financial Services,Financial Services,Financials,-1.306201,SXFP Index,0.905816
ABC,QQ/ LN Equity,0,-0.4,Aerospace & Defense,Industrial Goods & Services,Industrials,0.8505917,SXNP Index,0.650126
ABC,RACE IM Equity,0,-6.8,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.3478261,SXAP Index,0.5500247
ABC,RAND NA Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,0.2797762,SXNP Index,0.650126
ABC,RAT LN Equity,0,-0.4,Financial Services,Financial Services,Financials,0.4618938,SXFP Index,0.905816
ABC,RB/ LN Equity,0,-2.7,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.5694401,SXQP Index,1.072337
ABC,RBI AV Equity,0,-0.4,Banks,Banks,Financials,-2.581888,SX7P Index,0.6701741
ABC,RBS LN Equity,0,-0.8,Banks,Banks,Financials,-1.306931,SX7P Index,0.6701741
ABC,RCP LN Equity,0,-0.8,Equity Investment Instruments,Financial Services,Financials,0.486618,SXFP Index,0.905816
ABC,RDI LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,1.426534,SX86P Index,0.3669621
ABC,RDSA LN Equity,0,-8.5,Oil & Gas Producers,Oil & Gas,Oil & Gas,0.5391874,SXEP Index,1.100116
ABC,RDSB LN Equity,0,-7.1,Oil & Gas Producers,Oil & Gas,Oil & Gas,0.5985784,SXEP Index,1.100116
ABC,RDW LN Equity,0,-0.4,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.3813155,SXQP Index,1.072337
ABC,REC IM Equity,30.7,-0.7,Pharmaceuticals & Biotechnology,Health Care,Health Care,-3.99061,SXDP Index,0.9666694
ABC,REE SM Equity,0,1.7,Electricity,Utilities,Utilities,1.482326,SX6P Index,1.683118
ABC,REL LN Equity,0,-1.2,Media,Media,Consumer Services,1.148355,SXMP Index,0.5542246
ABC,RF FP Equity,0,-0.1,Financial Services,Financial Services,Financials,0.4658385,SXFP Index,0.905816
ABC,RHIM LN Equity,0,-0.3,Industrial Engineering,Industrial Goods & Services,Industrials,1.971091,SXNP Index,0.650126
ABC,RHM GR Equity,0,-1.8,Aerospace & Defense,Industrial Goods & Services,Industrials,2.481122,SXNP Index,0.650126
ABC,RIO LN Equity,0,-3.4,Mining,Basic Resources,Basic Materials,-0.1721805,SXPP Index,-0.653875
ABC,RKET GR Equity,0,-0.4,Financial Services,Financial Services,Financials,-0.1439885,SXFP Index,0.905816
ABC,RMG LN Equity,0,-0.5,Industrial Transportation,Industrial Goods & Services,Industrials,-0.8231279,SXNP Index,0.650126
ABC,RMS FP Equity,0,-2.3,Personal Goods,Personal & Household Goods,Consumer Goods,1.23887,SXQP Index,1.072337
ABC,RMV LN Equity,0,-0.3,Media,Media,Consumer Services,0.6142035,SXMP Index,0.5542246
ABC,RNK LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,-1.051525,SXTP Index,0.6633038
ABC,RNO FP Equity,0,-3.9,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.166021,SXAP Index,0.5500247
ABC,ROCKB DC Equity,0,-0.7,Construction & Materials,Construction & Materials,Industrials,1.450443,SXOP Index,0.8841428
ABC,ROG SW Equity,0,-0.7,Pharmaceuticals & Biotechnology,Health Care,Health Care,1.415525,SXDP Index,0.9666694
ABC,ROR LN Equity,0,-1,Industrial Engineering,Industrial Goods & Services,Industrials,0.7854985,SXNP Index,0.650126
ABC,RPC LN Equity,0,-1,General Industrials,Industrial Goods & Services,Industrials,0.2752546,SXNP Index,0.650126
ABC,RR/ LN Equity,42.1,-1.8,Aerospace & Defense,Industrial Goods & Services,Industrials,0.3692308,SXNP Index,0.650126
ABC,RRS LN Equity,0,-0.4,Mining,Basic Resources,Basic Materials,2.058618,SXPP Index,-0.653875
ABC,RSA LN Equity,78.9,-0.5,Nonlife Insurance,Insurance,Financials,-3.185841,SXIP Index,1.062417
ABC,RSE LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,-0.1574803,SXFP Index,0.905816
ABC,RSW LN Equity,0,-0.5,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,1.609848,SXNP Index,0.650126
ABC,RTL BB Equity,0,-0.4,Media,Media,Consumer Services,2.222222,SXMP Index,0.5542246
ABC,RTO LN Equity,0,-0.7,Support Services,Industrial Goods & Services,Industrials,1.519135,SXNP Index,0.650126
ABC,RUI FP Equity,0,1,"Gas, Water & Multiutilities",Utilities,Utilities,0,SX6P Index,1.683118
ABC,RWE GR Equity,0,2.1,"Gas, Water & Multiutilities",Utilities,Utilities,3.38726,SX6P Index,1.683118
ABC,RWI LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-1.305483,SXNP Index,0.650126
ABC,RXL FP Equity,0,-0.1,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,0.08200082,SXNP Index,0.650126
ABC,SAABB SS Equity,0,-0.1,Aerospace & Defense,Industrial Goods & Services,Industrials,-0.70864,SXNP Index,0.650126
ABC,SAB SM Equity,0,-0.9,Banks,Banks,Financials,0.7425743,SX7P Index,0.6701741
ABC,SAF FP Equity,0,-2.8,Aerospace & Defense,Industrial Goods & Services,Industrials,0.342131,SXNP Index,0.650126
ABC,SAFE LN Equity,0,-0.3,Real Estate Investment Trusts,Real Estate,Financials,-0.7428041,SX86P Index,0.3669621
ABC,SAGA LN Equity,0,-0.4,General Retailers,Retail,Consumer Services,-0.7142857,SXRP Index,0.6456596
ABC,SAMPO FH Equity,0,-2.8,Nonlife Insurance,Insurance,Financials,0.217549,SXIP Index,1.062417
ABC,SAN FP Equity,0,-3.7,Pharmaceuticals & Biotechnology,Health Care,Health Care,1.758721,SXDP Index,0.9666694
ABC,SAN SM Equity,0,-11.1,Banks,Banks,Financials,1.09589,SX7P Index,0.6701741
ABC,SAND SS Equity,0,-0.5,Industrial Engineering,Industrial Goods & Services,Industrials,-0.3539253,SXNP Index,0.650126
ABC,SAP GR Equity,0,-6.1,Software & Computer Services,Technology,Technology,-0.3633061,SX8P Index,0.2669742
ABC,SAX GR Equity,0,-0.2,Media,Media,Consumer Services,0.2923976,SXMP Index,0.5542246
ABC,SBRY LN Equity,0,-0.4,Food & Drug Retailers,Retail,Consumer Services,0.4413619,SXRP Index,0.6456596
ABC,SCHP SW Equity,0,-0.2,Industrial Engineering,Industrial Goods & Services,Industrials,1.990521,SXNP Index,0.650126
ABC,SCIN LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,0.5793743,SXFP Index,0.905816
ABC,SCR FP Equity,0,-0.8,Nonlife Insurance,Insurance,Financials,1.370736,SXIP Index,1.062417
ABC,SCT LN Equity,0,-0.2,Software & Computer Services,Technology,Technology,-3.27654,SX8P Index,0.2669742
ABC,SDF GR Equity,0,-1.3,Chemicals,Chemicals,Basic Materials,0.2850356,SX4P Index,0.5173808
ABC,SDP LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,0.905816
ABC,SDR LN Equity,0,-0.2,Financial Services,Financial Services,Financials,1.093599,SXFP Index,0.905816
ABC,SDRY LN Equity,0,-0.2,Personal Goods,Personal & Household Goods,Consumer Goods,0.5159071,SXQP Index,1.072337
ABC,SECUB SS Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-0.4450531,SXNP Index,0.650126
ABC,SEQI LN Equity,0,-0.3,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,0.905816
ABC,SEV FP Equity,0,0.9,"Gas, Water & Multiutilities",Utilities,Utilities,1.306306,SX6P Index,1.683118
ABC,SFER IM Equity,0,-0.2,Personal Goods,Personal & Household Goods,Consumer Goods,-0.7670182,SXQP Index,1.072337
ABC,SGC LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,0.4682274,SXTP Index,0.6633038
ABC,SGE LN Equity,0,-0.5,Software & Computer Services,Technology,Technology,0.3588907,SX8P Index,0.2669742
ABC,SGO FP Equity,0,-6.1,Construction & Materials,Construction & Materials,Industrials,0.9653531,SXOP Index,0.8841428
ABC,SGRO LN Equity,0,-0.5,Real Estate Investment Trusts,Real Estate,Financials,0.9306514,SX86P Index,0.3669621
ABC,SGSN SW Equity,0,-0.4,Support Services,Industrial Goods & Services,Industrials,1.112817,SXNP Index,0.650126
ABC,SHA GR Equity,0,-0.8,Automobiles & Parts,Automobiles & Parts,Consumer Goods,1.174345,SXAP Index,0.5500247
ABC,SHB LN Equity,0,-0.6,Real Estate Investment Trusts,Real Estate,Financials,-0.3753351,SX86P Index,0.3669621
ABC,SHI LN Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,-0.1443001,SXNP Index,0.650126
ABC,SHP LN Equity,0,-2.9,Pharmaceuticals & Biotechnology,Health Care,Health Care,1.067616,SXDP Index,0.9666694
ABC,SIE GR Equity,0,-8.7,General Industrials,Industrial Goods & Services,Industrials,0.4076568,SXNP Index,0.650126
ABC,SIKA SW Equity,0,-3.7,Construction & Materials,Construction & Materials,Industrials,0.8202834,SXOP Index,0.8841428
ABC,SK FP Equity,0,-0.6,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.5369127,SXQP Index,1.072337
ABC,SKAB SS Equity,0,-1.4,Construction & Materials,Construction & Materials,Industrials,-0.6639267,SXOP Index,0.8841428
ABC,SKFB SS Equity,0,-0.2,Industrial Engineering,Industrial Goods & Services,Industrials,1.680929,SXNP Index,0.650126
ABC,SKG ID Equity,0,-0.7,General Industrials,Industrial Goods & Services,Industrials,0.1737116,SXNP Index,0.650126
ABC,SKY LN Equity,0,-1.1,Media,Media,Consumer Services,-0.3415301,SXMP Index,0.5542246
ABC,SLA LN Equity,0,-0.6,Financial Services,Financial Services,Financials,-0.09279307,SXFP Index,0.905816
ABC,SMDS LN Equity,0,-0.6,General Industrials,Industrial Goods & Services,Industrials,0.2371542,SXNP Index,0.650126
ABC,SMIN LN Equity,0,-0.7,General Industrials,Industrial Goods & Services,Industrials,0.5703993,SXNP Index,0.650126
ABC,SMP LN Equity,0,-0.2,Real Estate Investment & Services,Real Estate,Financials,-3.992395,SX86P Index,0.3669621
ABC,SMT LN Equity,0,-0.5,Equity Investment Instruments,Financial Services,Financials,0.4734848,SXFP Index,0.905816
ABC,SMWH LN Equity,0,-0.6,General Retailers,Retail,Consumer Services,1.015744,SXRP Index,0.6456596
ABC,SN/ LN Equity,0,-1,Health Care Equipment & Services,Health Care,Health Care,-0.8945211,SXDP Index,0.9666694
ABC,SNN LN Equity,0,-0.3,Support Services,Industrial Goods & Services,Industrials,1.494768,SXNP Index,0.650126
ABC,SNR LN Equity,0,-0.4,Aerospace & Defense,Industrial Goods & Services,Industrials,0.331565,SXNP Index,0.650126
ABC,SOLB BB Equity,0,-1.2,Chemicals,Chemicals,Basic Materials,-0.04640371,SX4P Index,0.5173808
ABC,SOPH LN Equity,0,-0.6,Software & Computer Services,Technology,Technology,0.6462036,SX8P Index,0.2669742
ABC,SPD LN Equity,0,-0.2,General Retailers,Retail,Consumer Services,0.1241619,SXRP Index,0.6456596
ABC,SPI LN Equity,0,-0.2,Health Care Equipment & Services,Health Care,Health Care,0.08,SXDP Index,0.9666694
ABC,SPIE FP Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-0.4700353,SXNP Index,0.650126
ABC,SPM IM Equity,0,-0.5,"Oil Equipment, Services & Distribution",Oil & Gas,Oil & Gas,0.4859335,SXEP Index,1.100116
ABC,SPR GR Equity,0,-0.5,Media,Media,Consumer Services,0.32,SXMP Index,0.5542246
ABC,SPX LN Equity,0,-1.6,Industrial Engineering,Industrial Goods & Services,Industrials,-0.1549187,SXNP Index,0.650126
ABC,SRG IM Equity,0,0.1,"Gas, Water & Multiutilities",Utilities,Utilities,1.61017,SX6P Index,1.683118
ABC,SRP LN Equity,0,-0.3,Support Services,Industrial Goods & Services,Industrials,0.1612037,SXNP Index,0.650126
ABC,SRT3 GR Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,3.369906,SXNP Index,0.650126
ABC,SSE LN Equity,0,-1,Electricity,Utilities,Utilities,1.030548,SX6P Index,1.683118
ABC,SSPG LN Equity,0,-0.9,Travel & Leisure,Travel & Leisure,Consumer Services,1.495327,SXTP Index,0.6633038
ABC,STAN LN Equity,0,-1.3,Banks,Banks,Financials,0.1309091,SX7P Index,0.6701741
ABC,STJ LN Equity,0,-0.4,Life Insurance,Insurance,Financials,1.633554,SXIP Index,1.062417
ABC,STM IM Equity,0,-2.5,Technology Hardware & Equipment,Technology,Technology,1.226994,SX8P Index,0.2669742
ABC,STOB LN Equity,0,-0.2,Industrial Transportation,Industrial Goods & Services,Industrials,-1.694915,SXNP Index,0.650126
ABC,SU FP Equity,0,-2.8,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,0.7698888,SXNP Index,0.650126
ABC,SUBC NO Equity,27.6,0,"Oil Equipment, Services & Distribution",Oil & Gas,Oil & Gas,0.6716713,SXEP Index,1.100116
ABC,SVS LN Equity,0,-0.3,Real Estate Investment & Services,Real Estate,Financials,0.6936416,SX86P Index,0.3669621
ABC,SVT LN Equity,0,-0.3,"Gas, Water & Multiutilities",Utilities,Utilities,2.125506,SX6P Index,1.683118
ABC,SXS LN Equity,0,-1,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,-0.1162791,SXNP Index,0.650126
ABC,SXX LN Equity,0,-0.4,Chemicals,Chemicals,Basic Materials,0.8647313,SX4P Index,0.5173808
ABC,SY1 GR Equity,0,-2.9,Chemicals,Chemicals,Basic Materials,1.379676,SX4P Index,0.5173808
ABC,SYNC LN Equity,0,-0.3,Equity Investment Instruments,Financial Services,Financials,0.7874016,SXFP Index,0.905816
ABC,SYNT LN Equity,0,-0.4,Chemicals,Chemicals,Basic Materials,0,SX4P Index,0.5173808
ABC,SZG GR Equity,0,-0.2,Industrial Metals & Mining,Basic Resources,Basic Materials,0.7705008,SXPP Index,-0.653875
ABC,TALK LN Equity,0,-0.2,Fixed Line Telecommunications,Telecommunications,Telecommunications,0.0956023,SXKP Index,1.884442
ABC,TATE LN Equity,0,-0.9,Food Producers,Food & Beverage,Consumer Goods,1.38164,SX3P Index,1.030116
ABC,TBCG LN Equity,0,-0.2,Banks,Banks,Financials,-0.5688282,SX7P Index,0.6701741
ABC,TCAP LN Equity,0,-0.7,Financial Services,Financial Services,Financials,0,SXFP Index,0.905816
ABC,TCG LN Equity,0,-0.4,Travel & Leisure,Travel & Leisure,Consumer Services,-0.3802281,SXTP Index,0.6633038
ABC,TED LN Equity,0,-0.2,Personal Goods,Personal & Household Goods,Consumer Goods,0,SXQP Index,1.072337
ABC,TEF SM Equity,0,-1.4,Fixed Line Telecommunications,Telecommunications,Telecommunications,2.180212,SXKP Index,1.884442
ABC,TEG GR Equity,0,-0.5,Real Estate Investment & Services,Real Estate,Financials,1.727749,SX86P Index,0.3669621
ABC,TEM LN Equity,0,-0.6,Equity Investment Instruments,Financial Services,Financials,0.4310345,SXFP Index,0.905816
ABC,TEN IM Equity,0,-1.5,Industrial Metals & Mining,Basic Resources,Basic Materials,1.598465,SXPP Index,-0.653875
ABC,TEP FP Equity,0,-0.3,Support Services,Industrial Goods & Services,Industrials,0.6583278,SXNP Index,0.650126
ABC,TEP LN Equity,0,-0.2,Fixed Line Telecommunications,Telecommunications,Telecommunications,-0.7366483,SXKP Index,1.884442
ABC,TIFS LN Equity,0,-0.1,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.7751938,SXAP Index,0.5500247
ABC,TIT IM Equity,0,-1.4,Fixed Line Telecommunications,Telecommunications,Telecommunications,3.311048,SXKP Index,1.884442
ABC,TKA GR Equity,0,-0.5,General Industrials,Industrial Goods & Services,Industrials,-0.0481232,SXNP Index,0.650126
ABC,TLW LN Equity,0,-1,Oil & Gas Producers,Oil & Gas,Oil & Gas,-0.8496177,SXEP Index,1.100116
ABC,TLX GR Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,1.808786,SXIP Index,1.062417
ABC,TMPL LN Equity,0,-0.3,Equity Investment Instruments,Financial Services,Financials,0.6116208,SXFP Index,0.905816
ABC,TPK LN Equity,0,-1.2,Support Services,Industrial Goods & Services,Industrials,-0.3584229,SXNP Index,0.650126
ABC,TRELB SS Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,-0.7482629,SXNP Index,0.650126
ABC,TRIG LN Equity,0,-0.3,Equity Investment Instruments,Financial Services,Financials,-0.9140768,SXFP Index,0.905816
ABC,TRN IM Equity,0,0,Electricity,Utilities,Utilities,0.9943796,SX6P Index,1.683118
ABC,TRY LN Equity,0,-0.4,Equity Investment Instruments,Financial Services,Financials,-0.2392344,SXFP Index,0.905816
ABC,TSCO LN Equity,0,-1.7,Food & Drug Retailers,Retail,Consumer Services,0.9761811,SXRP Index,0.6456596
ABC,TUI LN Equity,0,-0.5,Travel & Leisure,Travel & Leisure,Consumer Services,0.1814333,SXTP Index,0.6633038
ABC,TW/ LN Equity,0,-0.4,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.1427348,SXQP Index,1.072337
ABC,UBI FP Equity,0,-0.8,Leisure Goods,Personal & Household Goods,Consumer Goods,0.4565217,SXQP Index,1.072337
ABC,UBI IM Equity,0,-1,Banks,Banks,Financials,1.256512,SX7P Index,0.6701741
ABC,UCG IM Equity,0,-9.9,Banks,Banks,Financials,2.990733,SX7P Index,0.6701741
ABC,UDG LN Equity,0,-0.6,Health Care Equipment & Services,Health Care,Health Care,2.003643,SXDP Index,0.9666694
ABC,UG FP Equity,0,-2.9,Automobiles & Parts,Automobiles & Parts,Consumer Goods,2.6653,SXAP Index,0.5500247
ABC,UHR SW Equity,-14.2,0,Personal Goods,Personal & Household Goods,Consumer Goods,-0.3024411,SXQP Index,1.072337
ABC,UKCM LN Equity,0,-0.2,Real Estate Investment & Services,Real Estate,Financials,-0.3401361,SX86P Index,0.3669621
ABC,UKW LN Equity,0,-0.4,Equity Investment Instruments,Financial Services,Financials,-0.7949126,SXFP Index,0.905816
ABC,ULE LN Equity,0,-0.4,Aerospace & Defense,Industrial Goods & Services,Industrials,1.241465,SXNP Index,0.650126
ABC,ULVR LN Equity,0,-3.4,Personal Goods,Personal & Household Goods,Consumer Goods,1.538092,SXQP Index,1.072337
ABC,UMI BB Equity,0,-1.5,Chemicals,Chemicals,Basic Materials,0.8815088,SX4P Index,0.5173808
ABC,UN01 GR Equity,0,0.3,"Gas, Water & Multiutilities",Utilities,Utilities,1.799687,SX6P Index,1.683118
ABC,UNA NA Equity,0,-14,Personal Goods,Personal & Household Goods,Consumer Goods,1.157651,SXQP Index,1.072337
ABC,UNI IM Equity,0,-0.4,Nonlife Insurance,Insurance,Financials,2.082705,SXIP Index,1.062417
ABC,URW NA Equity,0,-1.1,Real Estate Investment Trusts,Real Estate,Financials,0.4312668,SX86P Index,0.3669621
ABC,US IM Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,3.157895,SXIP Index,1.062417
ABC,UTG LN Equity,0,-0.7,Real Estate Investment Trusts,Real Estate,Financials,0.4678363,SX86P Index,0.3669621
ABC,UU/ LN Equity,0,-0.4,"Gas, Water & Multiutilities",Utilities,Utilities,1.678468,SX6P Index,1.683118
ABC,VACN SW Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,0.7739938,SXNP Index,0.650126
ABC,VCT LN Equity,0,-0.7,Chemicals,Chemicals,Basic Materials,1.033058,SX4P Index,0.5173808
ABC,VED LN Equity,0,-0.2,Mining,Basic Resources,Basic Materials,1.271394,SXPP Index,-0.653875
ABC,VEIL LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,-2.884615,SXFP Index,0.905816
ABC,VIE FP Equity,0,2.3,"Gas, Water & Multiutilities",Utilities,Utilities,1.776442,SX6P Index,1.683118
ABC,VIV FP Equity,0,-0.9,Media,Media,Consumer Services,-0.484966,SXMP Index,0.5542246
ABC,VM/ LN Equity,0,-0.3,Banks,Banks,Financials,0.8096108,SX7P Index,0.6701741
ABC,VNA GR Equity,0,-0.3,Real Estate Investment & Services,Real Estate,Financials,-0.7755696,SX86P Index,0.3669621
ABC,VOD LN Equity,0,-3.4,Mobile Telecommunications,Telecommunications,Telecommunications,1.839685,SXKP Index,1.884442
ABC,VOF LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,-2.821317,SXFP Index,0.905816
ABC,VOLVB SS Equity,0,-0.7,Industrial Engineering,Industrial Goods & Services,Industrials,-0.1074884,SXNP Index,0.650126
ABC,VOW3 GR Equity,0,-8.3,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.09845288,SXAP Index,0.5500247
ABC,VOW3 GY Equity,66.1,0,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.6378455,SXAP Index,0.5500247
ABC,VPK NA Equity,0,-0.1,Industrial Transportation,Industrial Goods & Services,Industrials,0.6870229,SXNP Index,0.650126
ABC,VSVS LN Equity,0,-0.4,General Industrials,Industrial Goods & Services,Industrials,0.08496176,SXNP Index,0.650126
ABC,WCH GR Equity,0,-0.6,Chemicals,Chemicals,Basic Materials,3.198578,SX4P Index,0.5173808
ABC,WDI GR Equity,0,-0.5,Support Services,Industrial Goods & Services,Industrials,-0.1097695,SXNP Index,0.650126
ABC,WEIR LN Equity,0,-1.6,Industrial Engineering,Industrial Goods & Services,Industrials,0.514668,SXNP Index,0.650126
ABC,WG/ LN Equity,0,-1.2,"Oil Equipment, Services & Distribution",Oil & Gas,Oil & Gas,0.2900419,SXEP Index,1.100116
ABC,WIE AV Equity,0,-0.6,Construction & Materials,Construction & Materials,Industrials,0.6660324,SXOP Index,0.8841428
ABC,WIZZ LN Equity,0,-0.6,Travel & Leisure,Travel & Leisure,Consumer Services,1.403609,SXTP Index,0.6633038
ABC,WKP LN Equity,0,-0.4,Real Estate Investment Trusts,Real Estate,Financials,0.6523765,SX86P Index,0.3669621
ABC,WMH LN Equity,0,-0.8,Travel & Leisure,Travel & Leisure,Consumer Services,1.112235,SXTP Index,0.6633038
ABC,WPP LN Equity,0,-1,Media,Media,Consumer Services,-0.0862069,SXMP Index,0.5542246
ABC,WRT1V FH Equity,0,-0.2,Industrial Engineering,Industrial Goods & Services,Industrials,-0.4524887,SXNP Index,0.650126
ABC,WTAN LN Equity,0,-0.6,Equity Investment Instruments,Financial Services,Financials,0.3717472,SXFP Index,0.905816
ABC,WTB LN Equity,0,-0.5,Travel & Leisure,Travel & Leisure,Consumer Services,1.065179,SXTP Index,0.6633038
ABC,WWH LN Equity,0,-0.4,Equity Investment Instruments,Financial Services,Financials,-0.1886792,SXFP Index,0.905816
ABC,ZAL GR Equity,0,-1.2,General Retailers,Retail,Consumer Services,0.5029338,SXRP Index,0.6456596
ABC,ZAL GY Equity,-9.9,0,General Retailers,Retail,Consumer Services,0.7753562,SXRP Index,0.6456596
ABC,ZPG LN Equity,0,-0.4,Media,Media,Consumer Services,0,SXMP Index,0.5542246
AC,1COV GR Equity,0,-0.7,Chemicals,Chemicals,Basic Materials,-2.026316,SX4P Index,0.5173808
AC,3IN LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.1999556,SXFP Index,0.905816
AC,888 LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,3.257576,SXTP Index,0.6633038
AC,AA/ LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-2.402884,SXNP Index,0.650126
AC,AAL LN Equity,0,-1.5,Mining,Basic Resources,Basic Materials,-0.2554744,SXPP Index,-0.653875
AC,ABF LN Equity,6.6,-0.8,Food Producers,Food & Beverage,Consumer Goods,0.1838235,SX3P Index,1.030116
AC,ADM LN Equity,0,-0.7,Nonlife Insurance,Insurance,Financials,-0.02639219,SXIP Index,1.062417
AC,ADS GR Equity,0,-1.6,Personal Goods,Personal & Household Goods,Consumer Goods,0.08132285,SXQP Index,1.072337
AC,AGK LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-0.3640777,SXNP Index,0.650126
AC,AGR LN Equity,0,1.1,Real Estate Investment Trusts,Real Estate,Financials,-1.225919,SX86P Index,0.3669621
AC,AHT LN Equity,0,-1,Support Services,Industrial Goods & Services,Industrials,0.2266546,SXNP Index,0.650126
AC,ALV GR Equity,0,-3.6,Nonlife Insurance,Insurance,Financials,2.055183,SXIP Index,1.062417
AC,ANTO LN Equity,0,-0.3,Mining,Basic Resources,Basic Materials,1.358412,SXPP Index,-0.653875
AC,ASCL LN Equity,0,-0.4,Media,Media,Consumer Services,-1.016799,SXMP Index,0.5542246
AC,ASHM LN Equity,0,-0.2,Financial Services,Financial Services,Financials,-0.7713498,SXFP Index,0.905816
AC,ASL LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,0.905816
AC,ATC NA Equity,0,-0.1,Fixed Line Telecommunications,Telecommunications,Telecommunications,-0.7995262,SXKP Index,1.884442
AC,ATST LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,0.4043127,SXFP Index,0.905816
AC,AUTO LN Equity,0,-0.7,Media,Media,Consumer Services,0.6174306,SXMP Index,0.5542246
AC,AV/ LN Equity,0,-1.8,Life Insurance,Insurance,Financials,0.8082441,SXIP Index,1.062417
AC,AVV LN Equity,0,-0.3,Software & Computer Services,Technology,Technology,-0.531511,SX8P Index,0.2669742
AC,AZN LN Equity,0,-5.8,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.4052489,SXDP Index,0.9666694
AC,BA/ LN Equity,20.9,-1.8,Aerospace & Defense,Industrial Goods & Services,Industrials,0,SXNP Index,0.650126
AC,BAB LN Equity,0,-0.3,Support Services,Industrial Goods & Services,Industrials,0.4578988,SXNP Index,0.650126
AC,BARC LN Equity,0,-2.8,Banks,Banks,Financials,0.1941748,SX7P Index,0.6701741
