Manager,Ticker,Outright,LookThrough,Sector,SuperSector,Industry,Return,SuperSectorIndex,SuperSectorIndexReturn
ABC,1COV GR Equity,0,-2.3,Chemicals,Chemicals,Basic Materials,-2.026316,SX4P Index,0.5173808
ABC,3IN LN Equity,0,-0.4,Equity Investment Instruments,Financial Services,Financials,0.1999556,SXFP Index,0.905816
ABC,888 LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,3.257576,SXTP Index,0.6633038
ABC,A2A IM Equity,0,0,Electricity,Utilities,Utilities,2.43735,SX6P Index,1.683118
ABC,AA/ LN Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,-2.402884,SXNP Index,0.650126
ABC,AAL LN Equity,0,-1.2,Mining,Basic Resources,Basic Materials,-0.2554744,SXPP Index,-0.653875
ABC,AALB NA Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,0.07473841,SXNP Index,0.650126
ABC,ABBN SW Equity,0,-1.2,Industrial Engineering,Industrial Goods & Services,Industrials,0.327562,SXNP Index,0.650126
ABC,ABF LN Equity,0,-0.7,Food Producers,Food & Beverage,Consumer Goods,0.1838235,SX3P Index,1.030116
ABC,ABI BB Equity,0,-2.8,Beverages,Food & Beverage,Consumer Goods,0.9249624,SX3P Index,1.030116
ABC,ABN NA Equity,0,-1.1,Banks,Banks,Financials,-0.3153153,SX7P Index,0.6701741
ABC,ACA FP Equity,0,-1.5,Banks,Banks,Financials,0.3514938,SX7P Index,0.6701741
ABC,ACS SM Equity,0,-2.3,Construction & Materials,Construction & Materials,Industrials,1.520468,SXOP Index,0.8841428
ABC,AD NA Equity,0,-1.1,Food & Drug Retailers,Retail,Consumer Services,0.07401925,SXRP Index,0.6456596
ABC,ADEN SW Equity,0,-0.3,Support Services,Industrial Goods & Services,Industrials,0.4126548,SXNP Index,0.650126
ABC,ADM LN Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,-0.02639219,SXIP Index,1.062417
ABC,ADP FP Equity,0,-0.2,Industrial Transportation,Industrial Goods & Services,Industrials,0.5167959,SXNP Index,0.650126
ABC,ADS GR Equity,0,-7.1,Personal Goods,Personal & Household Goods,Consumer Goods,0.08132285,SXQP Index,1.072337
ABC,AENA SM Equity,0,-0.4,Industrial Transportation,Industrial Goods & Services,Industrials,0.6231551,SXNP Index,0.650126
ABC,AGK LN Equity,0,-0.6,Support Services,Industrial Goods & Services,Industrials,-0.3640777,SXNP Index,0.650126
ABC,AGN NA Equity,0,-1.3,Life Insurance,Insurance,Financials,0.3138486,SXIP Index,1.062417
ABC,AGR LN Equity,0,-0.4,Real Estate Investment Trusts,Real Estate,Financials,-1.225919,SX86P Index,0.3669621
ABC,AGS BB Equity,0,-1.2,Life Insurance,Insurance,Financials,-2.450518,SXIP Index,1.062417
ABC,AHT LN Equity,0,-1.2,Support Services,Industrial Goods & Services,Industrials,0.2266546,SXNP Index,0.650126
ABC,AI FP Equity,-41.3,-8.7,Chemicals,Chemicals,Basic Materials,0.4207574,SX4P Index,0.5173808
ABC,AIBG ID Equity,0,-0.4,Banks,Banks,Financials,0.4674883,SX7P Index,0.6701741
ABC,AIR FP Equity,0,-7.7,Aerospace & Defense,Industrial Goods & Services,Industrials,0.05117184,SXNP Index,0.650126
ABC,AKE FP Equity,0,-1.1,Chemicals,Chemicals,Basic Materials,1.495513,SX4P Index,0.5173808
ABC,AKZA NA Equity,0,-2.7,Chemicals,Chemicals,Basic Materials,0.1912046,SX4P Index,0.5173808
ABC,ALCRE FP Equity,0,-0.8,Real Estate Investment & Services,Real Estate,Financials,0,SX86P Index,0.3669621
ABC,ALFA SS Equity,0,-0.2,Industrial Engineering,Industrial Goods & Services,Industrials,1.294343,SXNP Index,0.650126
ABC,ALO FP Equity,0,-0.2,Industrial Engineering,Industrial Goods & Services,Industrials,0.6375924,SXNP Index,0.650126
ABC,ALV GR Equity,0,-15.2,Nonlife Insurance,Insurance,Financials,2.055183,SXIP Index,1.062417
ABC,AM FP Equity,0,-0.1,Aerospace & Defense,Industrial Goods & Services,Industrials,0.6146281,SXNP Index,0.650126
ABC,AMEAS FH Equity,0,-0.5,Leisure Goods,Personal & Household Goods,Consumer Goods,0.778066,SXQP Index,1.072337
ABC,AMS SM Equity,0,-0.9,Software & Computer Services,Technology,Technology,0.5961252,SX8P Index,0.2669742
ABC,ANDR AV Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,-0.8861321,SXNP Index,0.650126
ABC,ANTO LN Equity,0,-0.2,Mining,Basic Resources,Basic Materials,1.358412,SXPP Index,-0.653875
ABC,ARL GR Equity,0,-0.4,Financial Services,Financial Services,Financials,0.3698811,SXFP Index,0.905816
ABC,ASCL LN Equity,23.8,-0.5,Media,Media,Consumer Services,-1.016799,SXMP Index,0.5542246
ABC,ASHM LN Equity,0,-0.4,Financial Services,Financial Services,Financials,-0.7713498,SXFP Index,0.905816
ABC,ASL LN Equity,0,-0.4,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,0.905816
ABC,ASML NA Equity,0,-3.1,Technology Hardware & Equipment,Technology,Technology,0.210021,SX8P Index,0.2669742
ABC,ASRNL NA Equity,0,-0.7,Nonlife Insurance,Insurance,Financials,0,SXIP Index,1.062417
ABC,ASSAB SS Equity,0,-4.4,Construction & Materials,Construction & Materials,Industrials,-0.7393715,SXOP Index,0.8841428
ABC,ATCOA SS Equity,0,-0.5,Industrial Engineering,Industrial Goods & Services,Industrials,-1.170503,SXNP Index,0.650126
ABC,ATL IM Equity,0,-3.2,Industrial Transportation,Industrial Goods & Services,Industrials,0.8403361,SXNP Index,0.650126
ABC,ATST LN Equity,0,-0.7,Equity Investment Instruments,Financial Services,Financials,0.4043127,SXFP Index,0.905816
ABC,AUTO LN Equity,0,-1.2,Media,Media,Consumer Services,0.6174306,SXMP Index,0.5542246
ABC,AV/ LN Equity,-48.9,-1.4,Life Insurance,Insurance,Financials,0.8082441,SXIP Index,1.062417
ABC,AVV LN Equity,0,-0.5,Software & Computer Services,Technology,Technology,-0.531511,SX8P Index,0.2669742
ABC,AZA SS Equity,30.5,0,Financial Services,Financial Services,Financials,1.135371,SXFP Index,0.905816
ABC,AZM IM Equity,0,-0.3,Financial Services,Financial Services,Financials,1.372998,SXFP Index,0.905816
ABC,AZN LN Equity,0,-5.1,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.4052489,SXDP Index,0.9666694
ABC,B4B GR Equity,0,-0.3,Food & Drug Retailers,Retail,Consumer Services,0.7640879,SXRP Index,0.6456596
ABC,BA/ LN Equity,0,-2.1,Aerospace & Defense,Industrial Goods & Services,Industrials,0,SXNP Index,0.650126
ABC,BAB LN Equity,0,-1.3,Support Services,Industrial Goods & Services,Industrials,0.4578988,SXNP Index,0.650126
ABC,BAER SW Equity,-15.2,0,Banks,Banks,Financials,0.9094089,SX7P Index,0.6701741
ABC,BAG LN Equity,0,-0.2,Beverages,Food & Beverage,Consumer Goods,-0.1459854,SX3P Index,1.030116
ABC,BAKK LN Equity,0,-0.1,Food Producers,Food & Beverage,Consumer Goods,0.5291005,SX3P Index,1.030116
ABC,BAMI IM Equity,0,-1.2,Banks,Banks,Financials,1.796289,SX7P Index,0.6701741
ABC,BARC LN Equity,0,-2.3,Banks,Banks,Financials,0.1941748,SX7P Index,0.6701741
ABC,BAS GR Equity,0,-15.5,Chemicals,Chemicals,Basic Materials,-0.4408523,SX4P Index,0.5173808
ABC,BATS LN Equity,0,-6.1,Tobacco,Personal & Household Goods,Consumer Goods,2.356021,SXQP Index,1.072337
ABC,BAYN GR Equity,0,-5.4,Pharmaceuticals & Biotechnology,Health Care,Health Care,-1.586805,SXDP Index,0.9666694
ABC,BB FP Equity,0,-0.3,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.5044136,SXQP Index,1.072337
ABC,BBA LN Equity,0,-1.1,Industrial Transportation,Industrial Goods & Services,Industrials,0.1186944,SXNP Index,0.650126
ABC,BBOX LN Equity,0,-0.7,Real Estate Investment Trusts,Real Estate,Financials,0.7060333,SX86P Index,0.3669621
ABC,BBVA SM Equity,0,-6.1,Banks,Banks,Financials,1.244534,SX7P Index,0.6701741
ABC,BBY LN Equity,64.3,-1.1,Construction & Materials,Construction & Materials,Industrials,0.5730659,SXOP Index,0.8841428
ABC,BCA LN Equity,0,-0.5,Support Services,Industrial Goods & Services,Industrials,1.555556,SXNP Index,0.650126
ABC,BCP PL Equity,0,-0.2,Banks,Banks,Financials,-0.3147128,SX7P Index,0.6701741
ABC,BDEV LN Equity,0,-0.4,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.5603362,SXQP Index,1.072337
ABC,BEI GR Equity,0,-1.6,Personal Goods,Personal & Household Goods,Consumer Goods,-0.2875334,SXQP Index,1.072337
ABC,BEZ LN Equity,0,-0.9,Nonlife Insurance,Insurance,Financials,-1.567944,SXIP Index,1.062417
ABC,BGEO LN Equity,0,-0.2,Banks,Banks,Financials,-1.090178,SX7P Index,0.6701741
ABC,BGFD LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,-0.241838,SXFP Index,0.905816
ABC,BGN IM Equity,0,-0.3,Financial Services,Financial Services,Financials,2.535211,SXFP Index,0.905816
ABC,BIRG ID Equity,62.6,-0.7,Banks,Banks,Financials,0.6024097,SX7P Index,0.6701741
ABC,BKG LN Equity,0,-0.3,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.242653,SXQP Index,1.072337
ABC,BKIA SM Equity,0,-0.4,Banks,Banks,Financials,0.9730069,SX7P Index,0.6701741
ABC,BKT SM Equity,0,-0.6,Banks,Banks,Financials,0.8693552,SX7P Index,0.6701741
ABC,BLND LN Equity,0,-0.5,Real Estate Investment Trusts,Real Estate,Financials,0.1513775,SX86P Index,0.3669621
ABC,BLT LN Equity,0,-2.5,Mining,Basic Resources,Basic Materials,1.016211,SXPP Index,-0.653875
ABC,BME LN Equity,0,-1,General Retailers,Retail,Consumer Services,0.5494506,SXRP Index,0.6456596
ABC,BMED IM Equity,0,-0.3,Life Insurance,Insurance,Financials,2.432667,SXIP Index,1.062417
ABC,BMW GR Equity,0,-7.9,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.7539936,SXAP Index,0.5500247
ABC,BN FP Equity,0,-1.7,Food Producers,Food & Beverage,Consumer Goods,0.7069914,SX3P Index,1.030116
ABC,BNKR LN Equity,0,-0.3,Equity Investment Instruments,Financial Services,Financials,0.116144,SXFP Index,0.905816
ABC,BNP FP Equity,0,-9.2,Banks,Banks,Financials,0.4722327,SX7P Index,0.6701741
ABC,BNR GR Equity,0,-2.4,Chemicals,Chemicals,Basic Materials,1.846025,SX4P Index,0.5173808
ABC,BNZL LN Equity,0,-0.8,Support Services,Industrial Goods & Services,Industrials,0.1318681,SXNP Index,0.650126
ABC,BOKA NA Equity,0,-0.5,Construction & Materials,Construction & Materials,Industrials,0.4019293,SXOP Index,0.8841428
ABC,BOL FP Equity,0,-0.1,Industrial Transportation,Industrial Goods & Services,Industrials,0.1015744,SXNP Index,0.650126
ABC,BOSS GR Equity,0,-1.5,Personal Goods,Personal & Household Goods,Consumer Goods,1.393908,SXQP Index,1.072337
ABC,BOY LN Equity,0,-0.5,Industrial Engineering,Industrial Goods & Services,Industrials,0.4636785,SXNP Index,0.650126
ABC,BP/ LN Equity,0,-7.9,Oil & Gas Producers,Oil & Gas,Oil & Gas,1.430565,SXEP Index,1.100116
ABC,BPE IM Equity,0,-0.6,Banks,Banks,Financials,0.9689922,SX7P Index,0.6701741
ABC,BRBY LN Equity,0,-0.6,Personal Goods,Personal & Household Goods,Consumer Goods,-2.653631,SXQP Index,1.072337
ABC,BRE IM Equity,0,-0.4,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.2643172,SXAP Index,0.5500247
ABC,BRW LN Equity,0,-0.3,Financial Services,Financial Services,Financials,-0.5681818,SXFP Index,0.905816
ABC,BT/A LN Equity,0,-1.3,Fixed Line Telecommunications,Telecommunications,Telecommunications,2.836062,SXKP Index,1.884442
ABC,BTEM LN Equity,0,-0.3,Equity Investment Instruments,Financial Services,Financials,-0.1342282,SXFP Index,0.905816
ABC,BTG LN Equity,0,-0.6,Pharmaceuticals & Biotechnology,Health Care,Health Care,0,SXDP Index,0.9666694
ABC,BUCN SW Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,0.0619195,SXNP Index,0.650126
ABC,BVI FP Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,1.531059,SXNP Index,0.650126
ABC,BVIC LN Equity,0,-0.6,Beverages,Food & Beverage,Consumer Goods,0.6435006,SX3P Index,1.030116
ABC,BVS LN Equity,0,-0.5,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.6266786,SXQP Index,1.072337
ABC,BWY LN Equity,0,-1.1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.6460388,SXQP Index,1.072337
ABC,BYG LN Equity,0,-0.4,Real Estate Investment Trusts,Real Estate,Financials,-1.126609,SX86P Index,0.3669621
ABC,BZU IM Equity,0,-0.3,Construction & Materials,Construction & Materials,Industrials,0.2408478,SXOP Index,0.8841428
ABC,CABK SM Equity,0,-1.4,Banks,Banks,Financials,1.035987,SX7P Index,0.6701741
ABC,CAPC LN Equity,0,-0.6,Real Estate Investment & Services,Real Estate,Financials,-0.1403016,SX86P Index,0.3669621
ABC,CARD LN Equity,0,-0.2,General Retailers,Retail,Consumer Services,-2.091837,SXRP Index,0.6456596
ABC,CBG LN Equity,0,-0.7,Banks,Banks,Financials,1.31397,SX7P Index,0.6701741
ABC,CBK GR Equity,0,-1,Banks,Banks,Financials,-0.4483218,SX7P Index,0.6701741
ABC,CCC LN Equity,0,-0.3,Software & Computer Services,Technology,Technology,-0.6849315,SX8P Index,0.2669742
ABC,CCFS LN Equity,0,-0.1,Financial Services,Financial Services,Financials,0.5070087,SXFP Index,0.905816
ABC,CCH LN Equity,0,-0.3,Beverages,Food & Beverage,Consumer Goods,-0.1190476,SX3P Index,1.030116
ABC,CCL LN Equity,0,-0.5,Travel & Leisure,Travel & Leisure,Consumer Services,-0.5122235,SXTP Index,0.6633038
ABC,CDI FP Equity,0,-0.5,Personal Goods,Personal & Household Goods,Consumer Goods,0.6822058,SXQP Index,1.072337
ABC,CEC GR Equity,0,-0.2,General Retailers,Retail,Consumer Services,1.72814,SXRP Index,0.6456596
ABC,CEY LN Equity,0,-0.4,Mining,Basic Resources,Basic Materials,2.147766,SXPP Index,-0.653875
ABC,CGG FP Equity,44.5,0,"Oil Equipment, Services & Distribution",Oil & Gas,Oil & Gas,1.126761,SXEP Index,1.100116
ABC,CINE LN Equity,0,-0.8,Travel & Leisure,Travel & Leisure,Consumer Services,1.284958,SXTP Index,0.6633038
ABC,CKN LN Equity,0,-0.2,Industrial Transportation,Industrial Goods & Services,Industrials,-0.8547009,SXNP Index,0.650126
ABC,CLDN LN Equity,0,-0.3,Equity Investment Instruments,Financial Services,Financials,0.3696858,SXFP Index,0.905816
ABC,CLI LN Equity,0,-0.1,Real Estate Investment & Services,Real Estate,Financials,-1.73913,SX86P Index,0.3669621
ABC,CNA LN Equity,0,-0.6,"Gas, Water & Multiutilities",Utilities,Utilities,1.574307,SX6P Index,1.683118
ABC,CNE LN Equity,0,-0.4,Oil & Gas Producers,Oil & Gas,Oil & Gas,-0.3257329,SXEP Index,1.100116
ABC,CNHI IM Equity,0,-2.2,Industrial Engineering,Industrial Goods & Services,Industrials,0.1794527,SXNP Index,0.650126
ABC,CNP FP Equity,0,-0.4,Life Insurance,Insurance,Financials,1.04221,SXIP Index,1.062417
ABC,COA LN Equity,0,-0.3,General Industrials,Industrial Goods & Services,Industrials,0.7915567,SXNP Index,0.650126
ABC,COB LN Equity,0,-1,Aerospace & Defense,Industrial Goods & Services,Industrials,0.6235386,SXNP Index,0.650126
ABC,COLR BB Equity,-9.5,0,Food & Drug Retailers,Retail,Consumer Services,0.7627293,SXRP Index,0.6456596
ABC,CON GR Equity,0,-5.8,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.02571355,SXAP Index,0.5500247
ABC,CPG LN Equity,0,-1.8,Travel & Leisure,Travel & Leisure,Consumer Services,0.5268051,SXTP Index,0.6633038
ABC,CPI LN Equity,0,-0.9,Support Services,Industrial Goods & Services,Industrials,1.790763,SXNP Index,0.650126
ABC,CPR IM Equity,0,-0.8,Beverages,Food & Beverage,Consumer Goods,1.703336,SX3P Index,1.030116
ABC,CRDA LN Equity,0,-0.4,Chemicals,Chemicals,Basic Materials,0.9058353,SX4P Index,0.5173808
ABC,CRH ID Equity,58.4,-8.9,Construction & Materials,Construction & Materials,Industrials,0.6666667,SXOP Index,0.8841428
ABC,CRST LN Equity,0,-0.3,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.2594707,SXQP Index,1.072337
ABC,CS FP Equity,0,-7.8,Nonlife Insurance,Insurance,Financials,0.2881152,SXIP Index,1.062417
ABC,CSP LN Equity,0,-0.4,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.7611241,SXQP Index,1.072337
ABC,CTEC LN Equity,0,-0.9,Health Care Equipment & Services,Health Care,Health Care,-2.39141,SXDP Index,0.9666694
ABC,CTY LN Equity,0,-0.4,Equity Investment Instruments,Financial Services,Financials,0.4683841,SXFP Index,0.905816
ABC,CWK LN Equity,0,-0.5,Food Producers,Food & Beverage,Consumer Goods,0.2380952,SX3P Index,1.030116
ABC,CYBG LN Equity,0,-0.8,Banks,Banks,Financials,0.9168704,SX7P Index,0.6701741
ABC,DAI GR Equity,0,-15.7,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.2506266,SXAP Index,0.5500247
ABC,DB1 GR Equity,0,-0.3,Financial Services,Financial Services,Financials,0.5242464,SXFP Index,0.905816
ABC,DBK GR Equity,0,-2.9,Banks,Banks,Financials,1.181878,SX7P Index,0.6701741
ABC,DC/ LN Equity,0,-0.5,General Retailers,Retail,Consumer Services,-1.229946,SXRP Index,0.6456596
ABC,DCC LN Equity,0,-0.6,Support Services,Industrial Goods & Services,Industrials,0.5873715,SXNP Index,0.650126
ABC,DCG LN Equity,0,-0.2,Food Producers,Food & Beverage,Consumer Goods,-1.4,SX3P Index,1.030116
ABC,DEQ GR Equity,0,-0.3,Real Estate Investment & Services,Real Estate,Financials,0.462963,SX86P Index,0.3669621
ABC,DG FP Equity,0,-13.1,Construction & Materials,Construction & Materials,Industrials,1.940555,SXOP Index,0.8841428
ABC,DGE LN Equity,0,-4.6,Beverages,Food & Beverage,Consumer Goods,0.8502772,SX3P Index,1.030116
ABC,DHER GR Equity,0,-0.9,General Retailers,Retail,Consumer Services,2.741514,SXRP Index,0.6456596
ABC,DJAN LN Equity,0,-0.1,Real Estate Investment & Services,Real Estate,Financials,-1.694915,SX86P Index,0.3669621
ABC,DKSH SW Equity,0,-0.1,Media,Media,Consumer Services,0.6637168,SXMP Index,0.5542246
ABC,DLG LN Equity,0,-0.3,Nonlife Insurance,Insurance,Financials,-0.0877193,SXIP Index,1.062417
ABC,DLN LN Equity,0,-0.9,Real Estate Investment Trusts,Real Estate,Financials,-0.1624431,SX86P Index,0.3669621
ABC,DMP GY Equity,53.5,0,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.3606853,SXDP Index,0.9666694
ABC,DNLM LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,-2.152642,SXRP Index,0.6456596
ABC,DOKA SW Equity,0,-0.1,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,1.02414,SXNP Index,0.650126
ABC,DOM LN Equity,0,-0.5,Travel & Leisure,Travel & Leisure,Consumer Services,0.2037846,SXTP Index,0.6633038
ABC,DPH LN Equity,0,-0.8,Pharmaceuticals & Biotechnology,Health Care,Health Care,1.465201,SXDP Index,0.9666694
ABC,DPLM LN Equity,0,-0.4,Support Services,Industrial Goods & Services,Industrials,0.07692308,SXNP Index,0.650126
ABC,DPW GR Equity,0,-2.5,Industrial Transportation,Industrial Goods & Services,Industrials,-0.6832075,SXNP Index,0.650126
ABC,DRX LN Equity,0,-0.4,Electricity,Utilities,Utilities,-0.8449004,SX6P Index,1.683118
ABC,DSM NA Equity,57.8,-2.3,Chemicals,Chemicals,Basic Materials,0.5610098,SX4P Index,0.5173808
ABC,DSV DC Equity,0,-0.4,Industrial Transportation,Industrial Goods & Services,Industrials,0.4711425,SXNP Index,0.650126
ABC,DTE GR Equity,0,-2.5,Mobile Telecommunications,Telecommunications,Telecommunications,1.124859,SXKP Index,1.884442
ABC,DUE GR Equity,0,-0.4,Industrial Engineering,Industrial Goods & Services,Industrials,-1.902378,SXNP Index,0.650126
ABC,DWNI GR Equity,0,-2.4,Real Estate Investment & Services,Real Estate,Financials,-1.001908,SX86P Index,0.3669621
ABC,EBS AV Equity,55.2,-1.2,Banks,Banks,Financials,-2.149929,SX7P Index,0.6701741
ABC,ECM LN Equity,0,-1.1,Support Services,Industrial Goods & Services,Industrials,0,SXNP Index,0.650126
ABC,EDEN FP Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,0.03720238,SXNP Index,0.650126
ABC,EDF FP Equity,0,1.3,Electricity,Utilities,Utilities,1.948327,SX6P Index,1.683118
ABC,EDIN LN Equity,0,-0.4,Equity Investment Instruments,Financial Services,Financials,0.4457652,SXFP Index,0.905816
ABC,EDP PL Equity,0,1.9,Electricity,Utilities,Utilities,0.2932551,SX6P Index,1.683118
ABC,EFM LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,0.5602241,SXFP Index,0.905816
ABC,EI FP Equity,0,-1.2,Health Care Equipment & Services,Health Care,Health Care,0.5052631,SXDP Index,0.9666694
ABC,ELE SM Equity,0,1.3,Electricity,Utilities,Utilities,1.415465,SX6P Index,1.683118
ABC,ELM LN Equity,0,-0.3,Chemicals,Chemicals,Basic Materials,-0.3278688,SX4P Index,0.5173808
ABC,ELSSF US Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,0,SXNP Index,0.650126
ABC,EMG LN Equity,0,-0.8,Financial Services,Financial Services,Financials,0.5714286,SXFP Index,0.905816
ABC,EN FP Equity,0,-2.6,Construction & Materials,Construction & Materials,Industrials,0.6518196,SXOP Index,0.8841428
ABC,ENEL IM Equity,0,-1.2,Electricity,Utilities,Utilities,1.623103,SX6P Index,1.683118
ABC,ENG SM Equity,0,1.3,"Gas, Water & Multiutilities",Utilities,Utilities,0.1444043,SX6P Index,1.683118
ABC,ENGI FP Equity,0,4.3,"Gas, Water & Multiutilities",Utilities,Utilities,1.673004,SX6P Index,1.683118
ABC,ENI IM Equity,0,-9.9,Oil & Gas Producers,Oil & Gas,Oil & Gas,2.421707,SXEP Index,1.100116
ABC,ENOG LN Equity,0,-0.1,Oil & Gas Producers,Oil & Gas,Oil & Gas,-2.052239,SXEP Index,1.100116
ABC,EO FP Equity,0,-1.2,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.2323266,SXAP Index,0.5500247
ABC,EOAN GR Equity,0,3.2,"Gas, Water & Multiutilities",Utilities,Utilities,1.866436,SX6P Index,1.683118
ABC,EPIA SS Equity,0,-0.2,Industrial Engineering,Industrial Goods & Services,Industrials,0.8126736,SXNP Index,0.650126
ABC,EQN LN Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,-1.077586,SXNP Index,0.650126
ABC,EQNR NO Equity,-43.6,0,Oil & Gas Producers,Oil & Gas,Oil & Gas,0.327562,SXEP Index,1.100116
ABC,ERM LN Equity,0,-0.2,Media,Media,Consumer Services,1.608187,SXMP Index,0.5542246
ABC,ESNT LN Equity,0,-0.4,Support Services,Industrial Goods & Services,Industrials,-1.63385,SXNP Index,0.650126
ABC,ESUR LN Equity,0,-0.2,Nonlife Insurance,Insurance,Financials,-0.4651163,SXIP Index,1.062417
ABC,ETO LN Equity,0,-0.4,Media,Media,Consumer Services,1.010101,SXMP Index,0.5542246
ABC,EVD GR Equity,0,-0.4,Media,Media,Consumer Services,0.7714561,SXMP Index,0.5542246
ABC,EVK GR Equity,0,-1.3,Chemicals,Chemicals,Basic Materials,-0.2389894,SX4P Index,0.5173808
ABC,EVR LN Equity,0,-0.2,Industrial Metals & Mining,Basic Resources,Basic Materials,2.277349,SXPP Index,-0.653875
ABC,EXO IM Equity,76.1,-1.3,Financial Services,Financial Services,Financials,1.339915,SXFP Index,0.905816
ABC,EXPN LN Equity,-24.1,-1.8,Support Services,Industrial Goods & Services,Industrials,0.8310992,SXNP Index,0.650126
ABC,EZJ LN Equity,0,-0.3,Travel & Leisure,Travel & Leisure,Consumer Services,0.3362886,SXTP Index,0.6633038
ABC,FBK IM Equity,0,-1.2,Banks,Banks,Financials,1.549267,SX7P Index,0.6701741
ABC,FCA IM Equity,-14.9,-8.4,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.0244828,SXAP Index,0.5500247
ABC,FCPT LN Equity,0,-0.2,Real Estate Investment & Services,Real Estate,Financials,-0.265252,SX86P Index,0.3669621
ABC,FCS LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,-0.3546099,SXFP Index,0.905816
ABC,FCSS LN Equity,0,-0.3,Equity Investment Instruments,Financial Services,Financials,0.2105263,SXFP Index,0.905816
ABC,FDM LN Equity,0,-0.2,Software & Computer Services,Technology,Technology,1.880878,SX8P Index,0.2669742
ABC,FDSA LN Equity,0,-0.4,Software & Computer Services,Technology,Technology,0,SX8P Index,0.2669742
ABC,FER SM Equity,0,-2.1,Construction & Materials,Construction & Materials,Industrials,0.4319032,SXOP Index,0.8841428
ABC,FERG LN Equity,0,-1.5,Support Services,Industrial Goods & Services,Industrials,0.3656915,SXNP Index,0.650126
ABC,FEV LN Equity,0,-0.3,Equity Investment Instruments,Financial Services,Financials,2.272727,SXFP Index,0.905816
ABC,FGP LN Equity,0,-0.3,Travel & Leisure,Travel & Leisure,Consumer Services,1.792115,SXTP Index,0.6633038
ABC,FGR FP Equity,0,-2.2,Construction & Materials,Construction & Materials,Industrials,1.011841,SXOP Index,0.8841428
ABC,FGT LN Equity,0,-0.4,Equity Investment Instruments,Financial Services,Financials,0.4962779,SXFP Index,0.905816
ABC,FHZN SW Equity,0,-0.1,Industrial Transportation,Industrial Goods & Services,Industrials,1.650825,SXNP Index,0.650126
ABC,FI/N SW Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,-0.64,SXNP Index,0.650126
ABC,FIE GR Equity,0,-0.2,General Retailers,Retail,Consumer Services,-1.649306,SXRP Index,0.6456596
ABC,FLS DC Equity,0,-0.5,Construction & Materials,Construction & Materials,Industrials,0.5866666,SXOP Index,0.8841428
ABC,FME GR Equity,0,-0.4,Health Care Equipment & Services,Health Care,Health Care,-0.349162,SXDP Index,0.9666694
ABC,FORTUM FH Equity,19.5,2,Electricity,Utilities,Utilities,1.699029,SX6P Index,1.683118
ABC,FP FP Equity,0,-5.9,Oil & Gas Producers,Oil & Gas,Oil & Gas,0.9959778,SXEP Index,1.100116
ABC,FPE3 GR Equity,0,-0.9,Chemicals,Chemicals,Basic Materials,2.484472,SX4P Index,0.5173808
ABC,FR FP Equity,-19.5,-2.9,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.1083424,SXAP Index,0.5500247
ABC,FRA GR Equity,0,-0.6,Industrial Transportation,Industrial Goods & Services,Industrials,0.04914005,SXNP Index,0.650126
ABC,FRCL LN Equity,0,-1.1,Equity Investment Instruments,Financial Services,Financials,0.1451379,SXFP Index,0.905816
ABC,FRE GR Equity,0,-1.8,Health Care Equipment & Services,Health Care,Health Care,0.1484561,SXDP Index,0.9666694
ABC,FRES LN Equity,0,-0.1,Mining,Basic Resources,Basic Materials,2.06278,SXPP Index,-0.653875
